id	abundance	counts	length	biotype	type	zScore	pValue	call
FBgn0000114	481.887429215898	6048.00319	3278.83993600764	protein_coding	genic	8.24957195218937	7.49142320785173e-18	present
FBgn0000115	127.368282433758	347	711.741	protein_coding	genic	6.61691743094638	1.72845445928459e-12	present
FBgn0000116	232.784064857349	1806.0005	2026.83511772891	protein_coding	genic	7.35682335708997	8.87579546277884e-15	present
FBgn0000117	53.3015858540233	605.99987	2970.20347738958	protein_coding	genic	5.54807578647933	1.36116868562817e-09	present
FBgn0000119	9.2973528579138	209	5872.74	protein_coding	genic	3.40547992777063	3.1126295015965e-05	present
FBgn0000120	12.1549004720229	59	1268.10263899417	protein_coding	genic	3.73431281396494	8.87061705025972e-06	present
FBgn0000121	11.6048883448448	62	1395.74	protein_coding	genic	3.6774954696827	1.11000401198567e-05	present
FBgn0000137	0	0	2278.74	protein_coding	genic	NA	1	absent
FBgn0000139	13.8054486650372	95	1797.74	protein_coding	genic	3.89054276261547	4.71364149441504e-06	present
FBgn0000140	18.2843629296398	433	6186.74	protein_coding	genic	4.23530381049508	1.07563743290774e-06	present
FBgn0000146	6.15566784958538	63	2673.74	protein_coding	genic	2.89952559875177	0.000176126237216577	present
FBgn0000147	62.6670965387113	342	1425.74	protein_coding	genic	5.74668774880713	4.28894922871818e-10	present
FBgn0000150	440.780175241648	731.0002	433.26064738708	protein_coding	genic	8.14017153268207	1.86018379453419e-17	present
FBgn0000152	0.862298753881762	8	2423.74	protein_coding	genic	0.487864429372716	0.0294847333595073	present
FBgn0000153	0.557407422291462	4	1874.74	protein_coding	genic	-0.0474745978977794	0.0489113329418706	present
FBgn0000157	0.2663318856406	3	2942.74	protein_coding	genic	-0.953664710670219	0.0782186673501009	absent
FBgn0000158	3.784648996865	26	1794.74	protein_coding	genic	2.30269746781917	0.00100360779195175	present
FBgn0000163	4.72584893598023	119.0004	6578.43197038941	protein_coding	genic	2.57519931865251	0.000472128021363954	present
FBgn0000166	0.111276160408989	1.0000001078611	2347.74928371918	protein_coding	genic	-2.02448142367597	0.0922310298891877	absent
FBgn0000173	74.1907623251979	213.0002	750.03923021359	protein_coding	genic	5.95380573458176	1.23461922164604e-10	present
FBgn0000179	2.41354137984268	36.999986	4004.98240418318	protein_coding	genic	1.75073331131352	0.00376976614243091	present
FBgn0000180	1.33770360524932	16	3124.74	protein_coding	genic	1.02664049303536	0.0143543637703294	present
FBgn0000181	533.363678651513	2242.999	1098.65021294947	protein_coding	genic	8.37410270704157	2.62243202081251e-18	present
FBgn0000182	169.563319407081	1861.62254	2868.22700564677	protein_coding	genic	6.9680122116497	1.51489488605015e-13	present
FBgn0000183	24.5535447982117	337.99967	3596.29970914272	protein_coding	genic	4.59703223389642	2.01962844835767e-07	present
FBgn0000206	2.82999274190418	31	2861.74	protein_coding	genic	1.94604231356172	0.0024340868148567	present
FBgn0000212	4.88481061247545	97.00006944181	5187.73897914617	protein_coding	genic	2.6157937282948	0.000419524917919115	present
FBgn0000216	0	0	380.741	protein_coding	genic	NA	1	absent
FBgn0000221	11.4658548823093	57	1298.74	protein_coding	genic	3.66270329583171	1.17613380737913e-05	present
FBgn0000227	0	0	1200.74	protein_coding	genic	NA	1	absent
FBgn0000228	6.87015151806666	71.00001	2699.88891825614	protein_coding	genic	3.03426362636205	0.000113634023893873	present
FBgn0000229	8.86035709866755	51	1503.74	protein_coding	genic	3.34640843702827	3.85807497962777e-05	present
FBgn0000233	0.281645246465721	3	2782.74	protein_coding	genic	-0.885070847542758	0.0765284605103349	absent
FBgn0000239	51.5221239801756	545.051	2763.74	protein_coding	genic	5.50641432706476	1.72586175042817e-09	present
FBgn0000241	0.339281481037691	3.35938	2586.74	protein_coding	genic	-0.656629379890195	0.0701521554416975	absent
FBgn0000244	5.2401572170045	57	2841.74	protein_coding	genic	2.70195469135327	0.000324860403569654	present
FBgn0000246	3.20847255362161	30.00004070499	2442.74041140574	protein_coding	genic	2.10005222000135	0.00168357207681744	present
FBgn0000247	18.066927691034	434.246	6279.21454491533	protein_coding	genic	4.22062882225683	1.14811330523915e-06	present
FBgn0000250	48.3548907564652	340	1836.92875392946	protein_coding	genic	5.428569832984	2.67715597928619e-09	present
FBgn0000251	59.7361461531661	529.442	2315.44778220983	protein_coding	genic	5.68791565192338	6.06048327176976e-10	present
FBgn0000253	327.05677999224	1766	1410.65672749114	protein_coding	genic	7.77402435371556	3.58310853560707e-16	present
FBgn0000256	178.83840251623	2630.00000051761	3841.92399094886	protein_coding	genic	7.03335634084044	9.50188778713446e-14	present
FBgn0000257	7.95398074948008	92	3021.74	protein_coding	genic	3.21399914827634	6.16891054499269e-05	present
FBgn0000259	162.574576070466	1177.0046	1891.3823488756	protein_coding	genic	6.9163641745526	2.18377574422878e-13	present
FBgn0000261	117.025210190502	825	1841.74	protein_coding	genic	6.51300221818849	3.47152672515355e-12	present
FBgn0000273	7.42330654330625	127	4469.51220678544	protein_coding	genic	3.12928090228489	8.25826343937959e-05	present
FBgn0000274	172.318126170252	789.99969	1197.7047150874	protein_coding	genic	6.98778547096682	1.31606012710954e-13	present
FBgn0000276	134.963247703314	97	187.763	protein_coding	genic	6.68798953067014	1.06627998764371e-12	present
FBgn0000277	1.28211941184942	1	203.763	protein_coding	genic	0.97457325922706	0.0155411222976172	present
FBgn0000278	0.954363788094122	1	273.741	protein_coding	genic	0.612334919688623	0.0254634123575155	present
FBgn0000279	0	0	234.741	protein_coding	genic	NA	1	absent
FBgn0000280	0	0	21.1377	pseudogene	genic	NA	1	absent
FBgn0000281	0	0	50.1193	pseudogene	genic	NA	1	absent
FBgn0000283	18.4995901926167	284.9996846	4024.7237196201	protein_coding	genic	4.24966438661984	1.00894414007648e-06	present
FBgn0000286	12.515505581578	187.0002	3903.43969760412	protein_coding	genic	3.77018519128784	7.68763968547167e-06	present
FBgn0000287	70.5043757936086	1086	4024.08879345083	protein_coding	genic	5.89127277809924	1.80605418942798e-10	present
FBgn0000289	20.7080431077097	324.0001105	4087.52008521016	protein_coding	genic	4.38803485119817	5.39034580473299e-07	present
FBgn0000299	8.12948202251507	182.000000389116	5848.74000021227	protein_coding	genic	3.24077936814747	5.61768370883944e-05	present
FBgn0000303	0.195491142211119	2	2672.74	protein_coding	genic	-1.3330798374399	0.0856528270607776	absent
FBgn0000307	3.31047864468132	81.5482	6435.42732883259	protein_coding	genic	2.13845281760076	0.0015306812806942	present
FBgn0000308	325.432058410783	1646.0012902	1321.36755796093	protein_coding	genic	7.76791071095584	3.76031319375165e-16	present
FBgn0000316	2.19681930451179	16	1902.74	protein_coding	genic	1.63529028614465	0.00480638534403658	present
FBgn0000317	1.35601189170878	36	6935.74	protein_coding	genic	1.04331801154704	0.0139873044589318	present
FBgn0000318	387.688413589628	690.9997	465.638454026012	protein_coding	genic	7.98269625305634	6.74719756955143e-17	present
FBgn0000319	26.7239559693482	564.0006	5513.56654045916	protein_coding	genic	4.70096312965319	1.2202903792093e-07	present
FBgn0000320	25.1836576312236	292.9993	3039.49601276873	protein_coding	genic	4.62812733703676	1.73892091720363e-07	present
FBgn0000326	5.55604872443508	36	1692.74	protein_coding	genic	2.77377854544404	0.000261127092921267	present
FBgn0000330	4.95637412761002	25	1317.74	protein_coding	genic	2.63363980035679	0.000398104500242791	present
FBgn0000337	0.318840691893373	2	1638.74	protein_coding	genic	-0.73287162540023	0.072403996288888	absent
FBgn0000339	14.1332583172548	38.00001	702.417326767352	protein_coding	genic	3.91934062674666	4.1844681813691e-06	present
FBgn0000346	17.6424627905883	194	2872.74	protein_coding	genic	4.19145426795741	1.30622525295203e-06	present
FBgn0000351	0.909804343811111	5	1435.74	protein_coding	genic	0.553664394352911	0.0273245636210442	present
FBgn0000352	6.6770979204697	110	4303.86600453098	protein_coding	genic	2.99929125425474	0.000127529316536359	present
FBgn0000355	2.15468009696465	3	363.741	protein_coding	genic	1.61153107882074	0.00504559239722383	present
FBgn0000356	0	0	370.741	protein_coding	genic	NA	1	absent
FBgn0000357	2.09947340256618	4	497.741	protein_coding	genic	1.57967856701773	0.0053809697245435	present
FBgn0000358	0	0	499.741	protein_coding	genic	NA	1	absent
FBgn0000359	0.541593023861685	2	964.741	protein_coding	genic	-0.0827869369900432	0.0502362587472046	absent
FBgn0000360	1.18993795305206	5	1097.74	protein_coding	genic	0.883022501985114	0.017777392811912	present
FBgn0000370	145.503267647605	990.9511	1779.23486098387	protein_coding	genic	6.78025145633539	5.65366458157003e-13	present
FBgn0000376	2.08783393941959	29.000000371473	3628.74000071884	protein_coding	genic	1.57285961524329	0.00545499810550091	present
FBgn0000377	6.22950094062887	52	2180.74	protein_coding	genic	2.91415519012776	0.000168079198118726	present
FBgn0000382	21.2051361463274	352.0001	4336.6614902421	protein_coding	genic	4.4171423360616	4.71336465428822e-07	present
FBgn0000384	5.60355834091383	43.99997	2051.36189591346	protein_coding	genic	2.78422466878006	0.000252863259538981	present
FBgn0000392	102.913063909148	1518.9138	3855.81706868073	protein_coding	genic	6.3553344011351	9.80114960966765e-12	present
FBgn0000394	9.93736019284762	45.00003	1183.02949742797	protein_coding	genic	3.48715988265928	2.3006369386774e-05	present
FBgn0000395	2.43880457159858	39	4177.74	protein_coding	genic	1.76350616704104	0.00366718505258815	present
FBgn0000404	80.8134966856634	748.9997	2421.31641916631	protein_coding	genic	6.05871912671285	6.46626583950275e-11	present
FBgn0000405	110.551576215457	1050.0002	2481.29410943534	protein_coding	genic	6.44318219546863	5.51356634827956e-12	present
FBgn0000406	12.726949974246	66	1354.79442318794	protein_coding	genic	3.79074091602208	7.07838868354617e-06	present
FBgn0000411	16.0915868187193	153.00031	2483.97510997405	protein_coding	genic	4.07855628524882	2.13561229796739e-06	present
FBgn0000412	214.133837233001	1241.9996	1515.26976706465	protein_coding	genic	7.25435970941993	1.90188182616963e-14	present
FBgn0000414	1.7202216587959	51	7745.32358398305	protein_coding	genic	1.33522266835541	0.00856782945796178	present
FBgn0000416	214.783659865134	2633	3202.60533282617	protein_coding	genic	7.25807400792845	1.85039293750518e-14	present
FBgn0000422	9.42383638176005	65.99995	1829.6569558708	protein_coding	genic	3.42205956243734	2.92887375421137e-05	present
FBgn0000426	62.0560438104348	75	315.741	protein_coding	genic	5.7346663011526	4.60450836437336e-10	present
FBgn0000427	2.08119052889145	28.6767	3599.74	protein_coding	genic	1.56894933494129	0.00549780895624092	present
FBgn0000439	0.504781194626727	5	2587.74	protein_coding	genic	-0.169155020510811	0.053457203676474	absent
FBgn0000442	3.2567376485491	30.3142	2431.74	protein_coding	genic	2.11837241051537	0.00160907828999312	present
FBgn0000447	169.937743064904	854.9999	1314.40747296259	protein_coding	genic	6.97071693571185	1.48605105680141e-13	present
FBgn0000448	1.68201070852055	34.45634	5351.72993620982	protein_coding	genic	1.30766428240468	0.00900062961672429	present
FBgn0000449	0.150497149649148	1.0506	1823.74	protein_coding	genic	-1.65403203911108	0.0896296094697275	absent
FBgn0000451	1.49301919932997	13.0000000760866	2274.73999779668	protein_coding	genic	1.16141579582443	0.0115683676866102	present
FBgn0000454	60.0558671191609	415.99992	1809.63758186387	protein_coding	genic	5.69446705044418	5.83232196551318e-10	present
FBgn0000455	21.446822916568	131	1595.74	protein_coding	genic	4.43104650348283	4.41941018251405e-07	present
FBgn0000459	3.49437583973546	39	2915.74	protein_coding	genic	2.20478854752873	0.00129452505448417	present
FBgn0000463	2.83084964137857	48	4429.74	protein_coding	genic	1.94641096031696	0.0024320008394003	present
FBgn0000464	2.84517258366834	81.49188	7482.7205029012	protein_coding	genic	1.9526046352112	0.0023971772583053	present
FBgn0000473	0.686258974524012	4	1522.74	protein_coding	genic	0.207687103096749	0.0393732433444609	present
FBgn0000477	3.88206620304509	16	1076.74	protein_coding	genic	2.33388005149188	0.000923781127997905	present
FBgn0000479	3.40243304374999	59.00002133419	4530.18964388514	protein_coding	genic	2.17207200000446	0.0014067481114089	present
FBgn0000482	6.42327537628959	74	3009.74	protein_coding	genic	2.95173941173813	0.000148915959447076	present
FBgn0000489	178.04708830585	1291.9973	1895.74767490262	protein_coding	genic	7.02791419391631	9.87985419574532e-14	present
FBgn0000490	4.14441328132687	59.99995354912	3782.17534395105	protein_coding	genic	2.41411778440625	0.000743349244677638	present
FBgn0000492	0.870559903085459	8	2400.74	protein_coding	genic	0.499563056121892	0.0290953195510828	present
FBgn0000499	66.1673520067927	682	2692.74	protein_coding	genic	5.8133748474789	2.88537814067148e-10	present
FBgn0000500	0	0	417.741	protein_coding	genic	NA	1	absent
FBgn0000504	2.28311456123811	32.000039	3661.64810892864	protein_coding	genic	1.68256651133435	0.00435730537348153	present
FBgn0000520	4.65824503963291	33	1850.74	protein_coding	genic	2.55752539981946	0.000496810827602916	present
FBgn0000524	5.04486130046828	71	3676.74	protein_coding	genic	2.65535322094496	0.000373364548990596	present
FBgn0000527	2.44586889400846	28	2990.74	protein_coding	genic	1.76705464966772	0.00363909358837398	present
FBgn0000529	0.193268304346008	1	1351.74	protein_coding	genic	-1.34711250683268	0.0858678012188819	absent
FBgn0000533	0.408602996256742	2	1278.74	protein_coding	genic	-0.428515889466759	0.0627600078556129	absent
FBgn0000535	0.115293906363895	4	9063.74	protein_coding	genic	-1.98095805069762	0.0920106958906336	absent
FBgn0000536	18.0306644218241	147.00005	2129.90166797695	protein_coding	genic	4.2181616372558	1.16074540716311e-06	present
FBgn0000541	11.7833034835774	383.9995	8513.68146791519	protein_coding	genic	3.69621873623062	1.03129832210241e-05	present
FBgn0000542	2.60058718642613	66.000028255	6630.19810328768	protein_coding	genic	1.8423166014304	0.00308345722010057	present
FBgn0000543	22.2719326852976	175	2052.74	protein_coding	genic	4.47736479041475	3.56138053738853e-07	present
FBgn0000546	2.24624180988153	35.00005	4070.67059400461	protein_coding	genic	1.66259021792219	0.00454277088949317	present
FBgn0000547	2.60518040074061	53.000014372	5314.86193037184	protein_coding	genic	1.84448318028316	0.00306856051163056	present
FBgn0000551	0	0	605.241	protein_coding	genic	NA	1	absent
FBgn0000552	0	0	500.741	protein_coding	genic	NA	1	absent
FBgn0000557	5.88793391686247	54.999962	2440.3564390938	protein_coding	genic	2.84496607542786	0.000209319440310416	present
FBgn0000559	349.628647217079	3516.9959	2627.95941540861	protein_coding	genic	7.85591107580253	1.87035521073165e-16	present
FBgn0000560	2.80752795495143	14	1302.74	protein_coding	genic	1.93626101759972	0.00248998322502217	present
FBgn0000562	6.57714721186902	96	3813.18145586614	protein_coding	genic	2.98078708884518	0.000135493815618417	present
FBgn0000564	0	0	550.741	protein_coding	genic	NA	1	absent
FBgn0000565	27.4385189163438	84	799.783467726789	protein_coding	genic	4.73334060504413	1.04081778117547e-07	present
FBgn0000566	14.2412088180424	67	1229.0845229965	protein_coding	genic	3.92867522922616	4.02534658510266e-06	present
FBgn0000567	2.45741308466922	48.99997	5209.2050093341	protein_coding	genic	1.7728348526172	0.00359371040688215	present
FBgn0000568	3.691479803527	66	4670.86419728649	protein_coding	genic	2.27211380297429	0.00108767114602083	present
FBgn0000575	5.0935293641473	37	1897.74	protein_coding	genic	2.66713200941012	0.000360528193857726	present
FBgn0000576	0.449123662663939	4	2326.74	protein_coding	genic	-0.312498420792393	0.0586888966214509	absent
FBgn0000577	2.07753071186491	21	2640.74	protein_coding	genic	1.56678863865351	0.00552157781483189	present
FBgn0000578	9.71558566555055	142.99993	3845.21511848277	protein_coding	genic	3.45946961576734	2.55069645399258e-05	present
FBgn0000579	236.482195601315	1648.0964	1820.69820308224	protein_coding	genic	7.37616095411781	7.67786490566438e-15	present
FBgn0000581	20.7083271305323	728.0000689103	9184.17615974571	protein_coding	genic	4.38805163446734	5.38992995949728e-07	present
FBgn0000588	2.69199992494994	16	1552.74	protein_coding	genic	1.88470488531664	0.00280262062781351	present
FBgn0000591	0	0	617.741	protein_coding	genic	NA	1	absent
FBgn0000592	148.97494968274	890	1560.74	protein_coding	genic	6.8091841799013	4.62567945556873e-13	present
FBgn0000594	0.164437540262518	1	1588.74	protein_coding	genic	-1.54532833163231	0.0884916904661426	absent
FBgn0000606	1.2036556998383	5.78099	1254.74	protein_coding	genic	0.897085023062653	0.0174215583426345	present
FBgn0000611	7.25967728685271	67.0000000619334	2411.07816113207	protein_coding	genic	3.1019311707672	9.06073770663889e-05	present
FBgn0000615	989.023676590118	9375.9978	2476.64984956671	protein_coding	genic	9.13178133860572	3.17547008595632e-21	present
FBgn0000617	19.0684296620414	71	972.741	protein_coding	genic	4.28682238109402	8.54160891990998e-07	present
FBgn0000618	38.6219459240379	52	351.741	protein_coding	genic	5.15281296028568	1.20931265764683e-08	present
FBgn0000625	0.211302844388551	2	2472.74	protein_coding	genic	-1.23765007627864	0.0840816061583749	absent
FBgn0000629	8.8109267889605	78	2312.74	protein_coding	genic	3.33954514361183	3.95468502215508e-05	present
FBgn0000633	0	0	5777.24	protein_coding	genic	NA	1	absent
FBgn0000635	9.29532225169461	130.9999696319	3681.80299085644	protein_coding	genic	3.4052099524293	3.11570851898817e-05	present
FBgn0000636	20.697518282849	202	2549.68715657557	protein_coding	genic	4.38741182022818	5.40580456134471e-07	present
FBgn0000639	13.8905516570931	172.99979	3253.71780462879	protein_coding	genic	3.89809181578763	4.56912270627363e-06	present
FBgn0000640	7.98546553519503	22	719.741	protein_coding	genic	3.21884795251111	6.06554483621515e-05	present
FBgn0000644	0.965511774260533	3	811.741	protein_coding	genic	0.626583345158351	0.025021183105134	present
FBgn0000658	0.153687339453413	2	3399.74	protein_coding	genic	-1.6282840465786	0.0893777791287845	absent
FBgn0000659	1.64158718528102	26.000000069579	4137.7399992606	protein_coding	genic	1.27781296294024	0.00948736441815183	present
FBgn0000662	12.551986679036	115.00045	2393.54100410412	protein_coding	genic	3.77374749254438	7.57863879849507e-06	present
FBgn0000667	15.1837271244695	188.9999	3251.89853181891	protein_coding	genic	4.00730657534751	2.89430262537286e-06	present
FBgn0000709	4.02286949992952	72	4675.74	protein_coding	genic	2.37759579890847	0.00082122891764404	present
FBgn0000711	5.41039875649235	42.99998	2076.31279734545	protein_coding	genic	2.74118440703011	0.000288501943764931	present
FBgn0000715	0.204781928697597	1	1275.74	protein_coding	genic	-1.27611288605255	0.0847380939053338	absent
FBgn0000719	1.37646696598879	20.99998	3985.72095272854	protein_coding	genic	1.06169078982271	0.0135902629154247	present
FBgn0000721	15.2185000696637	251.00033	4308.79908261145	protein_coding	genic	4.01011199103973	2.86012781207582e-06	present
FBgn0000723	5.48075421300265	65.35581	3115.28423205867	protein_coding	genic	2.75703571134872	0.00027488153361917	present
FBgn0000808	0.125435002792798	1	2082.74	protein_coding	genic	-1.87752325397835	0.0914050950696494	absent
FBgn0000810	16.3013500302398	181	2900.74	protein_coding	genic	4.09445414038566	1.99424034097432e-06	present
FBgn0000826	2.4422315861172	9	962.741	protein_coding	genic	1.76523142836279	0.00365350508973025	present
FBgn0000927	0	0	2083.74	protein_coding	genic	NA	1	absent
FBgn0000928	4.13227238728868	53	3350.74	protein_coding	genic	2.41051778111372	0.000750726125174127	present
FBgn0000964	3.91003935829596	50	3340.74	protein_coding	genic	2.34269281043302	0.000902250524878515	present
FBgn0000996	10.4989732301539	107.0585	2663.96262564721	protein_coding	genic	3.55461612044117	1.78389972719843e-05	present
FBgn0001075	0.172072636169945	11	16700.7	protein_coding	genic	-1.48964429124003	0.0878295143690666	absent
FBgn0001077	4.02480523245673	25	1622.74	protein_coding	genic	2.37818763798138	0.000819911929960784	present
FBgn0001078	2.08376540541459	43.00002	5391.05342549431	protein_coding	genic	1.57046427444085	0.00548119176211744	present
FBgn0001079	2.35986177423489	28	3099.74	protein_coding	genic	1.72313528251969	0.00399937793185532	present
FBgn0001083	0.0689903446544187	1	3786.74	protein_coding	genic	-2.61103950221686	0.0938283431559264	absent
FBgn0001084	1.87175618465239	10	1395.74	protein_coding	genic	1.43880934958386	0.00707867055686121	present
FBgn0001085	0.926478820188216	13	3665.74	protein_coding	genic	0.575948853688029	0.0266101770548668	present
FBgn0001086	32.8553896322886	232	1844.74	protein_coding	genic	4.9544023467046	3.41919326407555e-08	present
FBgn0001087	14.7502154561923	213.0002	3772.55386056006	protein_coding	genic	3.97176384396678	3.36214543772545e-06	present
FBgn0001089	25.253481579542	212.057	2193.74	protein_coding	genic	4.63152156361042	1.71064979363324e-07	present
FBgn0001090	107.616422842967	797	1934.7888285045	protein_coding	genic	6.41016207010735	6.85059889756745e-12	present
FBgn0001091	44.9916394085927	203	1178.74	protein_coding	genic	5.34011609282078	4.37747760564146e-09	present
FBgn0001092	72.252833976983	339.9998	1229.35575097671	protein_coding	genic	5.92133047275338	1.5049843985358e-10	present
FBgn0001098	80.5278877263402	618.0003	2004.91599273184	protein_coding	genic	6.05437286486261	6.64327514275561e-11	present
FBgn0001099	415.087139420995	1393.945	877.324307512016	protein_coding	genic	8.06648133463951	3.40977711993602e-17	present
FBgn0001104	7.77306125562464	57	1915.74	protein_coding	genic	3.18576885750389	6.80370148339315e-05	present
FBgn0001105	57.3635947837648	558.9997	2545.8277571266	protein_coding	genic	5.63819142875523	8.09853706859442e-10	present
FBgn0001108	21.3809998267691	360	4398.74	protein_coding	genic	4.42727449349364	4.49737674850976e-07	present
FBgn0001112	15.3074920234026	161	2747.74	protein_coding	genic	4.01726641362688	2.77469589743008e-06	present
FBgn0001114	39.077102439655	465	3108.74	protein_coding	genic	5.16718693959723	1.11993971967925e-08	present
FBgn0001120	0.338518360067268	1	771.741	protein_coding	genic	-0.659389488386984	0.0702357378970645	absent
FBgn0001122	17.2266089650569	141.99993	2153.4864153254	protein_coding	genic	4.16218962521972	1.48548813447412e-06	present
FBgn0001123	11.7671456664008	67	1487.50171394546	protein_coding	genic	3.69453302531023	1.0381638274778e-05	present
FBgn0001124	418.467523514498	2451.999	1530.77842163919	protein_coding	genic	8.07643375000891	3.14281416319246e-17	present
FBgn0001125	197.458275557134	1066	1410.3784598554	protein_coding	genic	7.15488310414418	3.94660477849624e-14	present
FBgn0001128	40.7701096669289	240.02527	1538.04445741787	protein_coding	genic	5.21922463713886	8.46746110510895e-09	present
FBgn0001133	46.3211872077602	309	1742.74	protein_coding	genic	5.37584862960458	3.59214265335686e-09	present
FBgn0001134	0	0	3919.74	protein_coding	genic	NA	1	absent
FBgn0001137	3.50167765682253	21	1566.74	protein_coding	genic	2.20734682214764	0.00128608474627149	present
FBgn0001138	0.0791724492586306	1	3299.74	protein_coding	genic	-2.44213123317216	0.0935656536638337	absent
FBgn0001139	22.8955839191244	281.999811179303	3217.73959935745	protein_coding	genic	4.51125475824745	3.03710372562768e-07	present
FBgn0001142	14.009862968253	83	1547.74	protein_coding	genic	3.90857568283101	4.3753466912591e-06	present
FBgn0001145	32.7099389577496	195.9996644	1565.41465710503	protein_coding	genic	4.94895846368578	3.51621448413239e-08	present
FBgn0001147	0.375763754422901	3	2085.74	protein_coding	genic	-0.531317302840723	0.0662038818718002	absent
FBgn0001148	0.348856941413961	2	1497.74	protein_coding	genic	-0.622480029400658	0.0691056081061123	absent
FBgn0001149	271.13759169743	700.9997	675.432415617248	protein_coding	genic	7.5439581707592	2.14859626727447e-15	present
FBgn0001150	0	0	1628.74	protein_coding	genic	NA	1	absent
FBgn0001168	14.4572904692869	113	2041.95110451012	protein_coding	genic	3.947157486208	3.72700701026185e-06	present
