id	abundance	counts	length	biotype	type	zScore	pValue	call
FBgn0000227	0.0578333368087882	1	1089.66	protein_coding	genic	-1.25050404162567	0.29973060374601	absent
FBgn0000228	1.14973252742137	61.0000303156492	3343.5089638497	protein_coding	genic	1.65501416141743	0.0164069326739377	present
FBgn0000229	9.97578180592178	201.99966	1276.06546797979	protein_coding	genic	3.75479205705933	2.90677780450458e-05	present
FBgn0000233	0.141527006700847	6	2671.66	protein_coding	genic	-0.380779283388683	0.217253029882161	absent
FBgn0000239	16.7644736585092	726.671	2731.60038497695	protein_coding	genic	4.25927249928437	3.4363729909644e-06	present
FBgn0000241	0.504068442435076	19.8021	2475.66	protein_coding	genic	0.853665596063376	0.0658964501481793	absent
FBgn0000244	1.5978388408329	74	2918.55582745246	protein_coding	genic	1.97486592310125	0.00808995891778183	present
FBgn0000246	1.22487344789913	46	2366.66	protein_coding	genic	1.71653515170602	0.0144201910961832	present
FBgn0000247	3.91320902842883	397.403	6399.8140240047	protein_coding	genic	2.84534606267951	0.000743312803957296	present
FBgn0000250	8.27419073206373	247.0004	1881.22780063012	protein_coding	genic	3.57303731800484	5.91230309711275e-05	present
FBgn0000251	6.92711811584669	248.0001	2256.15286756937	protein_coding	genic	3.40034729117498	0.000112762808798223	present
FBgn0000253	194.149136714155	2983.5797	968.437145867043	protein_coding	genic	6.63965248121534	5.26821991136025e-12	present
FBgn0000256	45.5212460714061	2572.0024	3560.62705249534	protein_coding	genic	5.23005602669575	2.83930854130015e-08	present
FBgn0000257	1.05707244341336	48	2861.5790342727	protein_coding	genic	1.57335417031291	0.0193751453864687	present
FBgn0000259	14.2407828444031	395.00003	1747.96416098949	protein_coding	genic	4.10071582865429	6.90101951823618e-06	present
FBgn0000261	38.342981000184	1053	1730.66	protein_coding	genic	5.06328191562935	6.90480047066511e-08	present
FBgn0000273	3.55313765199173	270.0003	4788.74237213173	protein_coding	genic	2.75153786080382	0.000993852262069702	present
FBgn0000274	35.9066426448838	619	1086.3883727584	protein_coding	genic	4.9994787098481	9.63179518923969e-08	present
FBgn0000276	38.536632888416	82	134.094	protein_coding	genic	5.06818106313087	6.72946623750252e-08	present
FBgn0000277	0	0	145.563	protein_coding	genic	NA	1	absent
FBgn0000278	0.317506417709916	1	198.48	protein_coding	genic	0.404468891387115	0.114918326046218	absent
FBgn0000279	0.747051783645174	2	168.713	protein_coding	genic	1.23600796239994	0.0362674997361694	present
FBgn0000280	0	0	32.2728	pseudogene	genic	NA	1	absent
FBgn0000281	0	0	50.0638	pseudogene	genic	NA	1	absent
FBgn0000283	2.97393051811911	182.9997	3877.83047625617	protein_coding	genic	2.57860400046282	0.00166211991527283	present
FBgn0000286	1.85051776692323	112.99999	3848.17137940343	protein_coding	genic	2.1175445954242	0.00573255526334082	present
FBgn0000287	11.6087819671991	763.99972	4147.39886269952	protein_coding	genic	3.90212355910161	1.59764646314623e-05	present
FBgn0000289	4.29374430147875	255.0001	3742.60016182946	protein_coding	genic	2.93553354586039	0.000557904541167278	present
FBgn0000299	2.4658760034727	222	5673.49921935485	protein_coding	genic	2.3965407207323	0.00277308991576618	present
FBgn0000303	0.914332373447215	38.1669	2630.58324348214	protein_coding	genic	1.43237656588031	0.0254739006122626	present
FBgn0000307	2.17509594046673	215.8219	6252.97011463592	protein_coding	genic	2.27460247595605	0.00384192437247545	present
FBgn0000308	58.5103511117327	931.0001	1002.73525082059	protein_coding	genic	5.47401091992746	7.37163607246733e-09	present
FBgn0000316	2.21592060555902	64	1820.09911016402	protein_coding	genic	2.29267226587416	0.00366383251345833	present
FBgn0000317	1.14121941844845	128.00000002404	7068.22028775661	protein_coding	genic	1.64779236970044	0.0166538468822167	present
FBgn0000318	88.3516392319232	531.7455	379.278715070308	protein_coding	genic	5.87452567601568	7.10512531821061e-10	present
FBgn0000319	13.7062627541337	1185.0009	5448.39877171881	protein_coding	genic	4.06353707428607	8.0985502203642e-06	present
FBgn0000320	3.37675371622602	148	2762.05033125999	protein_coding	genic	2.70205427795731	0.00115464069807599	present
FBgn0000326	1.6734217841108	42	1581.66	protein_coding	genic	2.0197805507981	0.00727277419219441	present
FBgn0000330	2.03680264340866	39	1206.66	protein_coding	genic	2.21075909538064	0.00453269576970114	present
FBgn0000337	0.123755299844987	3	1527.66	protein_coding	genic	-0.511191557819179	0.233028037693171	absent
FBgn0000339	19.4474433776173	187.0001	605.96645385334	protein_coding	genic	4.40354687967925	1.78434592041544e-06	present
FBgn0000346	8.32790738899404	373.0004	2822.55666785023	protein_coding	genic	3.57932803147075	5.77180087076567e-05	present
FBgn0000351	0.0476034420542252	1.00063	1324.66	protein_coding	genic	-1.43967980019206	0.309977640319105	absent
FBgn0000352	0.834451628748388	59.00002	4455.74421058668	protein_coding	genic	1.34353124388337	0.0300085082974461	present
FBgn0000355	11.2649937091091	49	274.116	protein_coding	genic	3.87291483009137	1.80187448666323e-05	present
FBgn0000356	0.224808162709541	1	280.322	protein_coding	genic	0.0689438584583132	0.158342084339224	absent
FBgn0000357	0.478891988310372	3	394.778	protein_coding	genic	0.803871919639285	0.0706181648417961	absent
FBgn0000358	0	0	396.698	protein_coding	genic	NA	1	absent
FBgn0000359	0.221463948224646	3	853.665	protein_coding	genic	0.0543800850403455	0.160285355014694	absent
FBgn0000360	0.255481541504215	4	986.665	protein_coding	genic	0.193243723945751	0.141877415881355	absent
FBgn0000370	52.5894408432505	1442.8861	1729.03090410894	protein_coding	genic	5.37032722325166	1.31685400072769e-08	present
FBgn0000376	0.352585553798481	20	3574.66	protein_coding	genic	0.506314077367439	0.102648220538451	absent
FBgn0000377	1.55288905575808	51	2069.66	protein_coding	genic	1.94713773093192	0.00863196499364786	present
FBgn0000382	3.1387525301512	230.9996	4637.92168943023	protein_coding	genic	2.63102784211997	0.0014263182067084	present
FBgn0000384	4.28590109824949	150.7879	2217.14250126247	protein_coding	genic	2.93375600234761	0.00056110938661765	present
FBgn0000392	27.727736693409	1706.922	3879.43530650782	protein_coding	genic	4.74827675059831	3.4374429925139e-07	present
FBgn0000394	0.97984153369901	25.23738	1623.14635863224	protein_coding	genic	1.49962137218242	0.02240375518712	present
FBgn0000395	0.805813871070444	52	4066.66	protein_coding	genic	1.30959331145534	0.0318906893882283	present
FBgn0000404	12.8059839439676	477.0001	2347.33338959535	protein_coding	genic	3.99750760472007	1.07254747173404e-05	present
FBgn0000405	18.2408264514348	686.00036	2370.00406860666	protein_coding	genic	4.34129511058245	2.37329119516253e-06	present
FBgn0000406	4.13955287823509	82	1248.33077449235	protein_coding	genic	2.8999883789059	0.000625263481121975	present
FBgn0000411	0.778107291976201	33	2672.66	protein_coding	genic	1.27558986649542	0.0338622843617715	present
FBgn0000412	33.354325170422	801	1513.38566874083	protein_coding	genic	4.92782242156958	1.39321125385342e-07	present
FBgn0000414	1.06580569185929	134.9999	7982.23796735871	protein_coding	genic	1.58135147402618	0.0190669950004177	present
FBgn0000416	56.9568900122883	2872	3177.66	protein_coding	genic	5.44786110192211	8.54164100500215e-09	present
FBgn0000422	2.21853304165692	68.99996	1959.98251498338	protein_coding	genic	2.29381791295796	0.0036527874475128	present
FBgn0000426	28.9992735996691	107	232.523	protein_coding	genic	4.79184793347048	2.76882729504174e-07	present
FBgn0000427	0.629134981070655	37.42186	3748.44200179728	protein_coding	genic	1.06905819861179	0.0477595077563572	present
FBgn0000439	0.0254450242613294	1	2476.66	protein_coding	genic	-2.04842216479768	0.328314388649053	absent
FBgn0000442	0.0754048387090066	2.77678	2320.66	protein_coding	genic	-0.992668731531181	0.281340812140155	absent
FBgn0000447	57.6704792109187	1107	1209.66	protein_coding	genic	5.45995849409647	7.97958012301225e-09	present
FBgn0000448	0.694253857141967	47.42477	4304.83184113646	protein_coding	genic	1.16477585465286	0.0409009957933156	present
FBgn0000449	0.080305334855322	2.18246	1712.66	protein_coding	genic	-0.931476467426088	0.276190988284335	absent
FBgn0000451	0.156512130627531	5	2013.22011061993	protein_coding	genic	-0.282974745206099	0.204882829581209	absent
FBgn0000454	26.58392784831	720	1706.79988997828	protein_coding	genic	4.70733139112709	4.20522407920888e-07	present
FBgn0000455	6.02739920708	146.9998	1536.93693161756	protein_coding	genic	3.26513838381593	0.000183319311975559	present
FBgn0000459	0.485626335027264	23	2984.66	protein_coding	genic	0.817441751493797	0.0693121121193659	absent
FBgn0000463	0.36464072007604	26.000044415	4493.43210241682	protein_coding	genic	0.538984937128483	0.0988382739801332	absent
FBgn0000464	1.2502742089841	151.46486	7634.41694146368	protein_coding	genic	1.73648812608518	0.0138192539537347	present
FBgn0000473	0.133924614539756	3	1411.66	protein_coding	genic	-0.434441841782484	0.223854467780751	absent
FBgn0000477	0.652593536962239	10	965.665	protein_coding	genic	1.10463664547454	0.0451245263484241	present
FBgn0000479	1.8759932611328	161.00002084599	5408.33914684608	protein_coding	genic	2.13083399415283	0.00554643317032774	present
FBgn0000482	0.869624913402248	40	2898.66	protein_coding	genic	1.38365505482298	0.027891339659629	present
FBgn0000489	33.7233592540677	977	1825.71504297975	protein_coding	genic	4.9385154807063	1.3189589408939e-07	present
FBgn0000490	1.87152526028536	106	3569.27024346456	protein_coding	genic	2.12851590718785	0.00557852128922667	present
FBgn0000492	0.522940000678799	19	2289.66	protein_coding	genic	0.889384499529144	0.0626302263374134	absent
FBgn0000499	8.05534514604214	330	2581.66	protein_coding	genic	3.54698930773739	6.52882549070818e-05	present
FBgn0000500	0.195770357305706	1	321.901	protein_coding	genic	-0.0654662945038838	0.176297416572896	absent
FBgn0000504	1.94908458413533	128.9999	4170.88241466459	protein_coding	genic	2.16797966490483	0.00505339778778433	present
FBgn0000520	0.507145898059907	14	1739.66	protein_coding	genic	0.859578894277439	0.0653487088978748	absent
FBgn0000524	0.706951013692433	40	3565.66	protein_coding	genic	1.18238863419901	0.0397183818638463	present
FBgn0000527	0.612753889708436	28	2879.66	protein_coding	genic	1.04341682764937	0.0497218457674441	present
FBgn0000529	0.0507944753494625	1	1240.66	protein_coding	genic	-1.37662705078917	0.306849522157179	absent
FBgn0000533	0.161910163370495	3	1167.66	protein_coding	genic	-0.250022412947516	0.200631403549879	absent
FBgn0000535	0.0530703394959709	4.999997206	5937.27486678443	protein_coding	genic	-1.33402680000692	0.304576266359078	absent
FBgn0000536	8.15508798546936	279.99977	2163.70616693812	protein_coding	genic	3.5589496166357	6.23863501497918e-05	present
FBgn0000541	10.374061597624	1411.001	8571.32097158422	protein_coding	genic	3.79283908705844	2.49542543314789e-05	present
FBgn0000542	0.710270200138442	73.3333	6506.49190903424	protein_coding	genic	1.18694025062098	0.0394167315836672	present
FBgn0000543	2.07718916925316	64	1941.66	protein_coding	genic	2.22984133155124	0.0043157925115714	present
FBgn0000546	0.804748787528261	60.99994	4776.81405609509	protein_coding	genic	1.30830896294706	0.0319635884362425	present
FBgn0000547	2.06818700835885	196.6167	5991.00740325274	protein_coding	genic	2.22562237837683	0.00436295957513185	present
FBgn0000551	0.209008148196144	1	301.513	protein_coding	genic	-0.00187679770769942	0.167802581476573	absent
FBgn0000552	0	0	397.657	protein_coding	genic	NA	1	absent
FBgn0000557	4.38491747107964	162.9995	2342.57825505332	protein_coding	genic	2.95595640971478	0.000522260491958465	present
FBgn0000559	91.0614400760968	3728.992	2580.63270475619	protein_coding	genic	5.90388678463365	5.94868530415162e-10	present
FBgn0000560	1.78352011277467	33.99998	1201.35098731987	protein_coding	genic	2.08170828269242	0.00626125938205381	present
FBgn0000562	1.75486385333883	116	4165.66	protein_coding	genic	2.06596614625536	0.00650631253341488	present
FBgn0000564	0	0	444.8405	protein_coding	genic	NA	1	absent
FBgn0000565	4.99726569870011	56.99996	718.805463165601	protein_coding	genic	3.08299368936667	0.000343362817753322	present
FBgn0000566	3.89690329471018	72	1164.34619222596	protein_coding	genic	2.84128366764682	0.000752848653648944	present
FBgn0000567	0.360349953560609	32.99999	5771.09996612388	protein_coding	genic	0.527484023287218	0.10017202894565	absent
FBgn0000568	2.04224617618185	174.9999	5400.06476177476	protein_coding	genic	2.21335496291825	0.00450264692562592	present
FBgn0000575	2.15157842063454	61	1786.66	protein_coding	genic	2.26403560613014	0.00394951558200582	present
FBgn0000576	0.199096755147202	7	2215.66	protein_coding	genic	-0.0490951709854329	0.174112423737244	absent
FBgn0000577	0.149471487362881	6	2529.66	protein_coding	genic	-0.327702575973707	0.210589579595465	absent
FBgn0000578	2.97615042109168	179.99951	3811.41031116315	protein_coding	genic	2.57933252877946	0.00165861826920068	present
FBgn0000579	50.445397046743	1631.63554	2038.31298501553	protein_coding	genic	5.32987409237952	1.64671261687379e-08	present
FBgn0000581	3.44639593363265	499.00030494918	9124.41229702014	protein_coding	genic	2.72189666539985	0.00108755172633659	present
FBgn0000588	1.1802395795477	27	1441.66	protein_coding	genic	1.68045991310333	0.0155601670672397	present
FBgn0000591	0.123631964080969	1	509.728	protein_coding	genic	-0.512151473265426	0.233140620217812	absent
FBgn0000592	25.4307326967915	622	1541.34824045	protein_coding	genic	4.66423188793386	5.19028044372448e-07	present
FBgn0000594	0	0	1477.66	protein_coding	genic	NA	1	absent
FBgn0000606	0	0	1143.66	protein_coding	genic	NA	1	absent
FBgn0000611	6.53254968951909	237.00048	2286.31340691679	protein_coding	genic	3.34334944831338	0.000138688546276603	present
FBgn0000615	464.159670592748	16924.083	2297.77236863383	protein_coding	genic	7.48670621447588	1.18330933973604e-14	present
FBgn0000617	1.53585459491606	21	861.665	protein_coding	genic	1.93641818662992	0.00884949386165884	present
FBgn0000618	5.73960165188375	24	263.511	protein_coding	genic	3.21759261465432	0.00021659620652728	present
FBgn0000625	0.0800521757412973	3	2361.66	protein_coding	genic	-0.934545054052341	0.276456447963394	absent
FBgn0000629	2.20167260956343	82.00001	2347.09368608199	protein_coding	genic	2.28640530324376	0.00372476736620172	present
FBgn0000633	0.584357661357463	53	5715.66	protein_coding	genic	0.997303457655312	0.0533848526336249	absent
FBgn0000635	3.52540279515692	222.999594	3986.25050398197	protein_coding	genic	2.74392588219968	0.00101719355945663	present
FBgn0000636	8.12633901009527	356.9999	2768.48654876026	protein_coding	genic	3.55551714760419	6.32065816744978e-05	present
FBgn0000639	0	0	3160.66	protein_coding	genic	NA	1	absent
FBgn0000640	0.388206179809799	5	811.665	protein_coding	genic	0.59984862099471	0.0919200448060302	absent
FBgn0000644	0.0899226235171646	1	700.81	protein_coding	genic	-0.821547697168656	0.266183593126572	absent
FBgn0000658	0.0766496673867945	4	3288.66	protein_coding	genic	-0.976755185121743	0.280030734004648	absent
FBgn0000659	0.140853229247957	9	4026.66	protein_coding	genic	-0.385418356066394	0.217829331896049	absent
FBgn0000662	1.46372150737089	51.99993	2238.79106040206	protein_coding	genic	1.88966761878106	0.00985244540845936	present
FBgn0000667	2.56213842903852	141.3014486	3475.46791150726	protein_coding	genic	2.43375896264197	0.00250371503479475	present
FBgn0000709	1.15968518972133	84	4564.66	protein_coding	genic	1.66338973256473	0.0161242431169057	present
FBgn0000711	3.61560039964007	153.9999	2684.16539126022	protein_coding	genic	2.76847402835759	0.000943642243183418	present
FBgn0000715	0.162327221129937	3	1164.66	protein_coding	genic	-0.247525045424944	0.20030771129405	absent
FBgn0000719	0.917523591624068	66.99999	4601.78959112422	protein_coding	genic	1.43576182039534	0.0253120533847362	present
FBgn0000721	4.10464374788849	230.99994236517	3546.54652312513	protein_coding	genic	2.89176293626146	0.000641868508447694	present
FBgn0000723	2.24188213116654	101.39385	2850.15249835624	protein_coding	genic	2.303994137595	0.00355594469139017	present
FBgn0000808	0.159811209303491	5	1971.66	protein_coding	genic	-0.262703865630325	0.202271932002161	absent
FBgn0000810	1.31022528897777	58	2789.66	protein_coding	genic	1.78200081339397	0.0125243370086502	present
FBgn0000826	0.295978694848628	4	851.665	protein_coding	genic	0.336237878803838	0.123433895728543	absent
FBgn0000927	0	0	1972.66	protein_coding	genic	NA	1	absent
FBgn0000928	0.680828723553472	35	3239.66	protein_coding	genic	1.14579785942013	0.0422027158667281	present
FBgn0000964	0.390249585325168	20	3229.66	protein_coding	genic	0.604947021272889	0.0913515540568936	absent
FBgn0000996	1.55593006088396	71	2875.66	protein_coding	genic	1.94903486357577	0.00859393693022046	present
FBgn0001075	0.448242192859037	118	16589.7	protein_coding	genic	0.739596779032601	0.0769974852091176	absent
FBgn0001077	0.500260697144046	12	1511.66	protein_coding	genic	0.846294998789572	0.0665830593901917	absent
FBgn0001078	1.12621896574204	99.1808	5549.75779245729	protein_coding	genic	1.6349334785742	0.0171008258377196	present
FBgn0001079	0.590406023447897	28	2988.66	protein_coding	genic	1.00731129875345	0.0525752372068283	absent
FBgn0001083	0.156280105251012	11	4435.66	protein_coding	genic	-0.284411616826492	0.205067344026277	absent
FBgn0001084	1.0792043014333	23	1343.05385474972	protein_coding	genic	1.59348964063461	0.0186066793044472	present
FBgn0001085	0.265927010404922	15	3554.66	protein_coding	genic	0.232189033580816	0.136787714916789	absent
FBgn0001086	8.43321776968891	232	1733.66	protein_coding	genic	3.59153993328001	5.50792285295807e-05	present
FBgn0001087	1.74402556505783	103	3721.80519031116	protein_coding	genic	2.05994625411722	0.00660215257752689	present
FBgn0001089	3.29106192838785	108.764	2082.66	protein_coding	genic	2.67707783486611	0.00124436241250294	present
FBgn0001090	2.59928817454557	83.00007	2012.30259378529	protein_coding	genic	2.44774858091363	0.00240858764700088	present
FBgn0001091	10.0932817728378	171	1067.66	protein_coding	genic	3.76617115471151	2.77750709341284e-05	present
FBgn0001092	20.9184208067678	375.0003	1129.7230223089	protein_coding	genic	4.47440434324292	1.28385836969689e-06	present
FBgn0001098	12.1115972612628	361.00017	1878.34448748279	protein_coding	genic	3.94333001699081	1.34641101262994e-05	present
FBgn0001099	106.283987433572	1396.323	827.917974881882	protein_coding	genic	6.05411233358615	2.36573016558577e-10	present
FBgn0001104	2.47931789859671	71	1804.66	protein_coding	genic	2.40182574669114	0.00273335050338698	present
FBgn0001105	13.3278657009239	587.9999	2780.26315063766	protein_coding	genic	4.03633041587353	9.09700691960533e-06	present
FBgn0001108	3.89488638408175	265	4287.66	protein_coding	genic	2.84078654137308	0.000754023161377767	present
FBgn0001112	3.10712325150696	130	2636.66	protein_coding	genic	2.62118267395449	0.00146817653045682	present
FBgn0001114	0.588633422749009	28	2997.66	protein_coding	genic	1.00438919760868	0.0528107902323348	absent
FBgn0001120	0.286038961428247	3	660.945	protein_coding	genic	0.303038485306513	0.127651010923702	absent
FBgn0001122	3.70350051697372	153.99993	2620.45902448825	protein_coding	genic	2.79181823901938	0.000878185074281028	present
FBgn0001123	4.17328504643058	95.99991	1449.64624859543	protein_coding	genic	2.90787825029037	0.000609703765487298	present
FBgn0001124	107.349811840052	2418.996	1420.04831869986	protein_coding	genic	6.06380864809863	2.22735331399039e-10	present
FBgn0001125	34.2785167047764	707	1299.7704291343	protein_coding	genic	4.95438411582325	1.21575069171061e-07	present
FBgn0001128	6.97059006939677	186.8275	1689.04227041594	protein_coding	genic	3.40642666102438	0.000110281226528581	present
FBgn0001133	1.77663177022477	46	1631.66	protein_coding	genic	2.07794341224846	0.00631913974166595	present
FBgn0001134	0.0749347173040043	4.52883	3808.66	protein_coding	genic	-0.998746187404304	0.281835719186339	absent
FBgn0001137	1.181148812681	27.2832	1455.66	protein_coding	genic	1.68121002482319	0.0155357479992722	present
FBgn0001138	0.0395267440160218	2	3188.66	protein_coding	genic	-1.62036997381285	0.317484824266937	absent
FBgn0001139	6.22533212215972	297	3006.5136682643	protein_coding	genic	3.2965391940627	0.000164006210841892	present
FBgn0001142	2.94322378782637	91	1948.44148050937	protein_coding	genic	2.56851615956281	0.00171128822999919	present
FBgn0001145	10.9309073809848	265	1527.77331025812	protein_coding	genic	3.84364974434745	2.03102755921712e-05	present
FBgn0001147	1.21271996389679	38	1974.66	protein_coding	genic	1.70684893580927	0.0147194374110992	present
FBgn0001148	0	0	1386.66	protein_coding	genic	NA	1	absent
FBgn0001149	128.920515651404	1155.9969	565.072138998722	protein_coding	genic	6.24175648387122	7.24969665001913e-11	present
FBgn0001150	0	0	1517.66	protein_coding	genic	NA	1	absent
FBgn0001168	2.48493659926	80	2028.82194437736	protein_coding	genic	2.4040238577819	0.00271697025842053	present
