id	abundance	counts	length	biotype	type	zScore	pValue	call
FBgn0000077	4.87018905361724	32	1045.6	protein_coding	genic	1.71549690797075	0.00162759133316633	present
FBgn0000078	54.3244140114087	491.787	1440.6	protein_coding	genic	3.86957012225883	2.05731620756219e-06	present
FBgn0000079	272.072967548117	2444.21	1429.6	protein_coding	genic	5.30848007327373	2.08591792279993e-09	present
FBgn0000083	76.0544742294404	518.99998	1085.93539613275	protein_coding	genic	4.17008558568379	5.74554983193962e-07	present
FBgn0000084	66.5079875355112	451.268	1079.74735282182	protein_coding	genic	4.05029131894948	9.65259635426139e-07	present
FBgn0000092	0	0	847.6	protein_coding	genic	NA	1	absent
FBgn0000094	150.695934553764	142	149.950605816536	protein_coding	genic	4.78081772825437	3.29434251068347e-08	present
FBgn0000097	1.90446089887732	46	3843.6796793017	protein_coding	genic	0.876910248534077	0.00718059382196833	present
FBgn0000100	355.980381137835	2339	1045.6	protein_coding	genic	5.54855566923673	5.43521671274829e-10	present
FBgn0000108	0.500655208825746	17.99998	5721.29972628207	protein_coding	genic	-0.3163329083638	0.0235541231523785	present
FBgn0000109	6.5507844841764	27.00004	655.892269627117	protein_coding	genic	1.98026366295103	0.000899593021836981	present
FBgn0000114	178.150935596476	3401.99632	3038.83520085178	protein_coding	genic	4.93029716289009	1.54929079908255e-08	present
FBgn0000115	103.108241329957	452	697.6	protein_coding	genic	4.44189245970834	1.68263361558613e-07	present
FBgn0000116	306.190574389628	3287.00377	1708.32226497957	protein_coding	genic	5.41398838918967	1.16305677620809e-09	present
FBgn0000117	46.5887409670561	864.00044592	2951.17123402154	protein_coding	genic	3.73237237916729	3.57929797632519e-06	present
FBgn0000119	12.2502262869032	451	5858.6	protein_coding	genic	2.53932447836908	0.00020957979609944	present
FBgn0000120	13.9004510486918	107	1224.9441880942	protein_coding	genic	2.6521947347307	0.000150901863400433	present
FBgn0000121	13.0154004689813	113	1381.6	protein_coding	genic	2.59344104768971	0.000179301581351346	present
FBgn0000137	0	0	2264.6	protein_coding	genic	NA	1	absent
FBgn0000139	9.10047633289314	102	1783.6	protein_coding	genic	2.27387156497748	0.000433507325237056	present
FBgn0000140	6.78030188040471	263	6172.6	protein_coding	genic	2.01102119624535	0.000836366429046413	present
FBgn0000146	4.51637161729489	75.0000072	2642.60986619829	protein_coding	genic	1.64813331675758	0.0018742402858413	present
FBgn0000147	43.6275406457403	387	1411.6	protein_coding	genic	3.67372126737072	4.5106821820393e-06	present
FBgn0000150	1165.1520509459	3051.9978	416.833897098674	protein_coding	genic	6.6075652582363	7.37224583199071e-13	present
FBgn0000152	1.58499429608509	24	2409.6	protein_coding	genic	0.712919266527477	0.00898001588717761	present
FBgn0000153	1.28292024610564	15	1860.6	protein_coding	genic	0.524073654898838	0.0113261174855103	present
FBgn0000157	0	0	2336.93333333333	protein_coding	genic	NA	1	absent
FBgn0000158	0	0	1780.6	protein_coding	genic	NA	1	absent
FBgn0000163	3.29870220192617	135.0513483599	6515.04216327462	protein_coding	genic	1.36753250205097	0.00323537198198985	present
FBgn0000166	0	0	2144.4	protein_coding	genic	NA	1	absent
FBgn0000173	47.281090370996	207.99986	700.062759669963	protein_coding	genic	3.74554896177942	3.39654346780746e-06	present
FBgn0000179	0.57381045978405	15.00005	4159.92655043941	protein_coding	genic	-0.194532299615892	0.0217801951110875	present
FBgn0000180	1.58591147917933	31	3110.6	protein_coding	genic	0.713434293033211	0.00897400291386519	present
FBgn0000181	431.333063746284	2682	989.480955584497	protein_coding	genic	5.72003989038523	2.009606518316e-10	present
FBgn0000182	69.2296793496237	1241	2852.6	protein_coding	genic	4.08611230682626	8.27741709253099e-07	present
FBgn0000183	10.7899261381135	240	3539.6	protein_coding	genic	2.42595724338752	0.000288104088802111	present
FBgn0000206	1.45296709878513	26	2847.6	protein_coding	genic	0.63524112548378	0.00991171646401786	present
FBgn0000212	2.40627158163516	78.0000075	5158.35727759687	protein_coding	genic	1.08579443464647	0.00523766545505649	present
FBgn0000216	0	0	366.6	protein_coding	genic	NA	1	absent
FBgn0000221	23.5367828056354	190	1284.6	protein_coding	genic	3.12255211287964	3.38315777757463e-05	present
FBgn0000227	0	0	1186.6	protein_coding	genic	NA	1	absent
FBgn0000228	2.16821484663578	36	2642.17514821413	protein_coding	genic	0.992756177131622	0.00605394740860367	present
FBgn0000229	4.76377812529546	41	1369.6	protein_coding	genic	1.69576636396458	0.00169695589158337	present
FBgn0000233	0.0574779409546136	1	2768.6	protein_coding	genic	-2.24951627783422	0.0372775029389463	present
FBgn0000239	34.5514460700411	597	2749.6	protein_coding	genic	3.46540933014281	9.99009835373234e-06	present
FBgn0000241	0	0	2452.6	protein_coding	genic	NA	1	absent
FBgn0000244	4.38973239903154	78	2827.6	protein_coding	genic	1.62273275071277	0.00197465037611304	present
FBgn0000246	0.0655247296301249	0.9999997333957	2428.60040475659	protein_coding	genic	-2.13249375719795	0.0371173630614915	present
FBgn0000247	6.17884821954245	242	6232.6	protein_coding	genic	1.92805920014401	0.00101609186880023	present
FBgn0000250	12.7548540904069	173.99972	2170.87326920923	protein_coding	genic	2.57537756065599	0.000188943797017547	present
FBgn0000251	17.3986602667508	257	2350.6	protein_coding	genic	2.85267333256746	8.18061752466327e-05	present
FBgn0000253	87.120650363048	787.00001181037	1437.52380938203	protein_coding	genic	4.29140968556279	3.35017445834165e-07	present
FBgn0000256	65.4685338769279	1565.9995	3806.45254857468	protein_coding	genic	4.0362237685357	1.02497286715727e-06	present
FBgn0000257	4.97358297312828	93.99991029	3007.59592705946	protein_coding	genic	1.73425803816663	0.00156377674388379	present
FBgn0000259	55.3085824977319	655.9995	1887.43670594057	protein_coding	genic	3.8856050799562	1.92613221446977e-06	present
FBgn0000261	97.2598152353883	1117	1827.6	protein_coding	genic	4.38973591707091	2.1414935573027e-07	present
FBgn0000273	1.03277024298711	31.999953	4930.68253057197	protein_coding	genic	0.330365869473269	0.0139847887295159	present
FBgn0000274	53.7794617529379	400	1183.6	protein_coding	genic	3.86056548573232	2.13463478460014e-06	present
FBgn0000276	149.402124528657	163	173.617	protein_coding	genic	4.77311389743031	3.42294970814916e-08	present
FBgn0000277	0	0	189.6	protein_coding	genic	NA	1	absent
FBgn0000278	0	0	259.6	protein_coding	genic	NA	1	absent
FBgn0000279	0	0	220.6	protein_coding	genic	NA	1	absent
FBgn0000280	0	0	14.7323	pseudogene	genic	NA	1	absent
FBgn0000281	0	0	37.3794	pseudogene	genic	NA	1	absent
FBgn0000283	2.70018228670716	67.000000934343	3948.60000085125	protein_coding	genic	1.18871809672469	0.00442590297471438	present
FBgn0000286	2.98615046509487	65.9999908	3517.17197854497	protein_coding	genic	1.27862624893481	0.00379335403875154	present
FBgn0000287	29.5182070737196	791.99959	4269.69052976266	protein_coding	genic	3.32479272168168	1.66967326084876e-05	present
FBgn0000289	14.3287572843543	395.999957	4397.92712851244	protein_coding	genic	2.6792983609588	0.000139214374810051	present
FBgn0000299	4.00929178831777	147.000000326406	5834.60000022045	protein_coding	genic	1.5417680561222	0.00232342722086336	present
FBgn0000303	0.119712199899905	2	2658.6	protein_coding	genic	-1.5942388068477	0.0356471051599056	present
FBgn0000307	0.701735314220094	28.2646	6409.6	protein_coding	genic	-0.0147804536621173	0.0190922378735169	present
FBgn0000308	169.463803132535	1087.0002	1020.73755063663	protein_coding	genic	4.88564626910505	1.94528139566161e-08	present
FBgn0000316	5.13985971986844	61	1888.6	protein_coding	genic	1.7636295177165	0.00146795757277356	present
FBgn0000317	0.0229908442162135	1	6921.6	protein_coding	genic	-3.06789161844128	0.0376987489257575	present
FBgn0000318	529.14696141855	1495	449.6	protein_coding	genic	5.90258203555534	6.75264158702361e-11	present
FBgn0000319	12.5269446390803	427.999834879061	5437.006595143	protein_coding	genic	2.55927479112843	0.000197925923603824	present
FBgn0000320	15.9936921263852	294.9997	2935.17675283839	protein_coding	genic	2.77747555670304	0.000103373877486964	present
FBgn0000326	0.474006396184151	5	1678.6	protein_coding	genic	-0.365185504391767	0.0242480926733274	present
FBgn0000330	3.1738793422066	26	1303.6	protein_coding	genic	1.33308135551783	0.00344381910870504	present
FBgn0000337	0.783618994592851	8	1624.6	protein_coding	genic	0.0837892966613716	0.0176096688475208	present
FBgn0000339	42.7337682557601	175.00041	651.672346333899	protein_coding	genic	3.65523189112236	4.84856567524632e-06	present
FBgn0000346	6.42184861396035	116	2874.48033729675	protein_coding	genic	1.96251063122226	0.000937882586468161	present
FBgn0000351	0.44775865877024	4	1421.6	protein_coding	genic	-0.416063234473118	0.0249577676184959	present
FBgn0000352	2.69552692973696	72	4250.6	protein_coding	genic	1.18717825773229	0.00443735119513658	present
FBgn0000355	0	0	349.6	protein_coding	genic	NA	1	absent
FBgn0000356	0	0	356.6	protein_coding	genic	NA	1	absent
FBgn0000357	1.9743601405328	6	483.6	protein_coding	genic	0.909104167802852	0.00685527531013344	present
FBgn0000358	0	0	485.6	protein_coding	genic	NA	1	absent
FBgn0000359	1.50662828312906	9	950.6	protein_coding	genic	0.667628173568002	0.0095173357531291	present
FBgn0000360	9.58230114952935	62	1029.63498436438	protein_coding	genic	2.31995006759668	0.000383877503392656	present
FBgn0000370	105.503915344747	1167.57821	1761.07892889501	protein_coding	genic	4.46240448621767	1.52929701698087e-07	present
FBgn0000376	0.968554043513033	22.000000283982	3614.60000072435	protein_coding	genic	0.273025921633589	0.0148095794284664	present
FBgn0000377	6.31656731750998	86	2166.6	protein_coding	genic	1.94774733334548	0.000970756256096742	present
FBgn0000382	4.9671036698181	124.99973	4004.67491160114	protein_coding	genic	1.73309592045663	0.00156766979407925	present
FBgn0000384	4.39683437304425	55	1990.6	protein_coding	genic	1.62417654710237	0.00196883072391252	present
FBgn0000392	69.4237764454368	1675.2606	3840.03830666452	protein_coding	genic	4.08861063873267	8.18878689274723e-07	present
FBgn0000394	12.6738507673305	91	1142.6	protein_coding	genic	2.56968736397844	0.000192075439395266	present
FBgn0000395	1.9874479347202	52	4163.6	protein_coding	genic	0.91500773324624	0.00679663630808466	present
FBgn0000404	43.7829371105552	676	2456.98904578697	protein_coding	genic	3.67689658365683	4.45492608542294e-06	present
FBgn0000405	90.7516583532793	1407.0003	2467.18114083858	protein_coding	genic	4.32787901275269	2.8408755234103e-07	present
FBgn0000406	17.0202969765187	141.0002	1318.29927002683	protein_coding	genic	2.8330356588016	8.70049326127899e-05	present
FBgn0000411	5.51285553229406	93	2684.52685812488	protein_coding	genic	1.82619770065567	0.00127975317933429	present
FBgn0000412	130.997604809522	1209	1468.67046857859	protein_coding	genic	4.6557016590717	6.09263800289748e-08	present
FBgn0000414	0.746268319799125	36	7676.6	protein_coding	genic	0.0401710416288308	0.0182650669561539	present
FBgn0000416	143.657857115161	2890.998	3202.43131405298	protein_coding	genic	4.73809909243714	4.07080711902428e-08	present
FBgn0000422	11.2954431948389	126.99963	1789.20703176905	protein_coding	genic	2.46685516502252	0.000257204533959788	present
FBgn0000426	44.3209810857534	84	301.6	protein_coding	genic	3.68780663006861	4.26824312581141e-06	present
FBgn0000427	1.47245516202345	35.0000300710474	3782.57680464645	protein_coding	genic	0.647138397696065	0.00976587643187732	present
FBgn0000439	0	0	2573.6	protein_coding	genic	NA	1	absent
FBgn0000442	2.8023241210246	42.5737	2417.6	protein_coding	genic	1.22187891792083	0.00418442351386617	present
FBgn0000447	163.868909351972	1245	1209.0220030482	protein_coding	genic	4.85566055149006	2.26410318430491e-08	present
FBgn0000448	0.429968469507188	12.52869	4636.92926577135	protein_coding	genic	-0.452273804697231	0.0254538898924134	present
FBgn0000449	0	0	1809.6	protein_coding	genic	NA	1	absent
FBgn0000451	3.21553867999917	38	1880.5776699366	protein_coding	genic	1.34472589541988	0.00337227764150885	present
FBgn0000454	37.3326558361618	419.0002	1786.02181878764	protein_coding	genic	3.53455367583936	7.70760748206518e-06	present
FBgn0000455	31.4926360816367	313.99994	1586.65303543106	protein_coding	genic	3.38261976250067	1.35480703672402e-05	present
FBgn0000459	3.12607022251026	57	2901.6	protein_coding	genic	1.31952428865028	0.00352852126060274	present
FBgn0000463	1.11720632465243	31	4415.6	protein_coding	genic	0.400544586420163	0.0129966181186389	present
FBgn0000464	0.509078228068278	23	7189.6	protein_coding	genic	-0.301433063523362	0.0233402453332488	present
FBgn0000473	4.43033537566725	42	1508.6	protein_coding	genic	1.63095549881152	0.00194168805784051	present
FBgn0000477	7.33816858556392	49	1062.6	protein_coding	genic	2.08163891644169	0.000705264301297472	present
FBgn0000479	0.732500802217662	20.0000088525	4344.9371599757	protein_coding	genic	0.0235402707650976	0.0185153275056071	present
FBgn0000482	4.78101497510512	90	2995.6	protein_coding	genic	1.69899178099315	0.00168545663898743	present
FBgn0000489	71.586374236013	841.9996	1871.72885323348	protein_coding	genic	4.11601003110106	7.27403939946284e-07	present
FBgn0000490	0.951123194288095	18.00000585639	3011.60001252662	protein_coding	genic	0.256806287817371	0.0150453569935808	present
FBgn0000492	0	0	2386.6	protein_coding	genic	NA	1	absent
FBgn0000499	85.3709904684601	1437	2678.6	protein_coding	genic	4.27329079703313	3.6344765923288e-07	present
FBgn0000500	0.394285003287768	1	403.6	protein_coding	genic	-0.529650434760537	0.0264863920422581	present
FBgn0000504	1.2648988141738	38.00005	4780.6813693987	protein_coding	genic	0.511438271109777	0.0114924896874663	present
FBgn0000520	4.33228322244755	50	1836.6	protein_coding	genic	1.61096767221432	0.00202258363156356	present
FBgn0000524	3.21516781035161	74	3662.6	protein_coding	genic	1.34462309136502	0.00337290437217021	present
FBgn0000527	2.61961228885985	49	2976.6	protein_coding	genic	1.1616649820353	0.00463009135854727	present
FBgn0000529	0	0	1592.1	protein_coding	genic	NA	1	absent
FBgn0000533	3.14592415243838	25	1264.6	protein_coding	genic	1.32517916448952	0.00349300541551354	present
FBgn0000535	0.0457500787765713	1.9999991969	6956.63778871601	protein_coding	genic	-2.45333410245923	0.0374723475903054	present
FBgn0000536	18.7948427002412	256.00026	2167.52007027257	protein_coding	genic	2.92161422471082	6.57086000658365e-05	present
FBgn0000541	4.03950743916828	220.00040103732	8666.75414207902	protein_coding	genic	1.54847001439878	0.00229284334997946	present
FBgn0000542	1.48982944627546	60.9999609634	6515.60007703109	protein_coding	genic	0.657617197517959	0.00963835047093958	present
FBgn0000543	24.9792488691365	320	2038.6	protein_coding	genic	3.1756778138438	2.82077453451359e-05	present
FBgn0000546	0.222589139102198	5	3574.6	protein_coding	genic	-1.04029228031308	0.032112400740194	present
FBgn0000547	1.36411359279177	44.000050365	5132.9147764085	protein_coding	genic	0.578877196061858	0.0106174602310633	present
FBgn0000551	0	0	591.1	protein_coding	genic	NA	1	absent
FBgn0000552	0	0	486.6	protein_coding	genic	NA	1	absent
FBgn0000557	5.0503632837327	76.9999605	2426.2150918672	protein_coding	genic	1.74794242149113	0.00151852130065134	present
FBgn0000559	483.336761269231	7952.002	2618.11108480084	protein_coding	genic	5.82170559007415	1.09916258342763e-10	present
FBgn0000560	1.60541250601448	13	1288.6	protein_coding	genic	0.724349878989407	0.0088470833933851	present
FBgn0000562	1.71129613213187	40	3719.6	protein_coding	genic	0.781392371293879	0.00820024460051881	present
FBgn0000564	0	0	536.6	protein_coding	genic	NA	1	absent
FBgn0000565	19.3052415100796	97.9999	807.814808043469	protein_coding	genic	2.9455468350064	6.08330011545884e-05	present
FBgn0000566	13.6977628402767	103	1196.6	protein_coding	genic	2.63907453050007	0.000156869028195011	present
FBgn0000567	0.869124562150315	32.00007	5859.0920514353	protein_coding	genic	0.176283448675137	0.0162292984663358	present
FBgn0000568	1.75484568380857	43.00002	3899.34033565629	protein_coding	genic	0.803837518539756	0.00795341104768826	present
FBgn0000575	2.02760790817936	24	1883.6	protein_coding	genic	0.932871256118971	0.00662112673382586	present
FBgn0000576	0	0	2312.6	protein_coding	genic	NA	1	absent
FBgn0000577	1.63580390536339	27	2626.6	protein_coding	genic	0.741097756202257	0.00865429545138988	present
FBgn0000578	3.25632895320446	87	4251.6	protein_coding	genic	1.35598465395226	0.00330416329507222	present
FBgn0000579	241.494103055234	2787.996	1837.1602173339	protein_coding	genic	5.20199607015806	3.72034134421321e-09	present
FBgn0000581	11.1710989386879	643.0001889	9159.60232678303	protein_coding	genic	2.45696794024171	0.000264393351480213	present
FBgn0000588	3.41310483672763	33	1538.6	protein_coding	genic	1.39798088155445	0.0030591354897712	present
FBgn0000591	0	0	603.6	protein_coding	genic	NA	1	absent
FBgn0000592	143.431878365625	1396.9984	1549.92841128082	protein_coding	genic	4.73669502716416	4.09909972228036e-08	present
FBgn0000594	0	0	1574.6	protein_coding	genic	NA	1	absent
FBgn0000606	0	0	1240.6	protein_coding	genic	NA	1	absent
FBgn0000611	3.47818941214675	49.00005	2241.8405014001	protein_coding	genic	1.41485159154774	0.00296465870923704	present
FBgn0000615	786.509726550112	12177.0043	2463.75647168867	protein_coding	genic	6.25656080277396	7.42635901188406e-12	present
FBgn0000617	8.63231610786674	52	958.6	protein_coding	genic	2.22670271897582	0.000489992658019075	present
FBgn0000618	57.9781148140225	123	337.6	protein_coding	genic	3.92770600094489	1.61826580604984e-06	present
FBgn0000625	0	0	2655.6	protein_coding	genic	NA	1	absent
FBgn0000629	4.77689559734574	69.0000195	2298.60782277972	protein_coding	genic	1.69822168253965	0.00168819647358395	present
FBgn0000633	0.306368612493963	11.0000000239679	5713.60000021204	protein_coding	genic	-0.754974614188741	0.0292430704890334	present
FBgn0000635	4.7962494313119	93.00004	3085.62248871506	protein_coding	genic	1.70183209307918	0.00167538240549761	present
FBgn0000636	16.1778103667848	245.0004	2409.95242647416	protein_coding	genic	2.78769746074646	0.000100168162276506	present
FBgn0000639	1.67290066007721	33.99999	3234.22368518407	protein_coding	genic	0.761130040903482	0.00842682537292505	present
FBgn0000640	0.350282692773373	2	908.6	protein_coding	genic	-0.635337690425024	0.0278288989967992	present
FBgn0000644	0	0	797.6	protein_coding	genic	NA	1	absent
FBgn0000658	0.235015104157229	5	3385.6	protein_coding	genic	-0.991777329919201	0.0316764720660653	present
FBgn0000659	1.48237938823422	36	3864.6	protein_coding	genic	0.653138890825411	0.00969274432487944	present
FBgn0000662	6.66951172425691	100.00005	2385.98436396612	protein_coding	genic	1.99630690117455	0.000866129806452586	present
FBgn0000667	10.3545821304095	216.000239	3319.57947724052	protein_coding	genic	2.38917518268938	0.00031863867106617	present
FBgn0000709	0.785152914990496	23	4661.6	protein_coding	genic	0.0855364564680285	0.0175834579750306	present
FBgn0000711	1.86206187857127	23	1965.6	protein_coding	genic	0.856803738555854	0.00738849976126561	present
FBgn0000715	0	0	1261.6	protein_coding	genic	NA	1	absent
FBgn0000719	0.125040998960392	4	5090.6	protein_coding	genic	-1.5553442038938	0.0354776257467257	present
FBgn0000721	2.73666517610569	71.00001	4128.5558168373	protein_coding	genic	1.20070648207126	0.00433748821188164	present
FBgn0000723	5.05557734956874	88	2769.95892585158	protein_coding	genic	1.74886357233082	0.00151551359090984	present
FBgn0000808	0.0910050132374473	1.0000002897	1748.62315565727	protein_coding	genic	-1.83911445387687	0.0364959442111221	present
FBgn0000810	3.63846955018992	66	2886.6	protein_coding	genic	1.45508798800167	0.00274827763423522	present
FBgn0000826	4.19390225930169	25	948.6	protein_coding	genic	1.58197438034964	0.00214464521398487	present
FBgn0000927	0.461345459973743	6	2069.6	protein_coding	genic	-0.389365095741391	0.0245871219809086	present
FBgn0000928	3.67238323568142	77	3336.6	protein_coding	genic	1.4633756038483	0.00270524952179363	present
FBgn0000964	0.095673316495487	2	3326.6	protein_coding	genic	-1.79443527337561	0.0363667740851521	present
FBgn0000996	3.61305018559595	59	2598.6	protein_coding	genic	1.44882697802466	0.00278112987271425	present
FBgn0001075	0.238414996654416	25	16686.6	protein_coding	genic	-0.978948992849259	0.0315576112840309	present
FBgn0001077	0.989266612749865	10	1608.6	protein_coding	genic	0.291924410740723	0.0145361785862577	present
FBgn0001078	0.427779142347852	14.41068	5360.75902608427	protein_coding	genic	-0.45683661979547	0.0255158441109385	present
FBgn0001079	0.979885636249651	19	3085.6	protein_coding	genic	0.283414059921332	0.0146591153902404	present
FBgn0001083	0.422050719026278	10.999974	4147.51944307973	protein_coding	genic	-0.468871201240504	0.0256786289804963	present
FBgn0001084	0.345541605371186	3	1381.6	protein_coding	genic	-0.64750942067505	0.0279780810180015	present
FBgn0001085	0.784423729840338	18	3651.6	protein_coding	genic	0.0847065830941478	0.0175959072428874	present
FBgn0001086	30.5992387299705	352	1830.6	protein_coding	genic	3.35691684083379	1.48725071750872e-05	present
FBgn0001087	7.52786890981334	174.999941	3699.36574706285	protein_coding	genic	2.10443327365741	0.000666868312842946	present
FBgn0001089	31.4824320823778	430.0642	2173.83428121259	protein_coding	genic	3.38233317166832	1.35622137783374e-05	present
FBgn0001090	32.8149109494504	386	1871.87778881445	protein_coding	genic	3.41935510328196	1.18444725701644e-05	present
FBgn0001091	77.4760890386199	571	1172.81587301587	protein_coding	genic	4.18662422677223	5.34265746871874e-07	present
FBgn0001092	163.651576798755	1246	1211.6	protein_coding	genic	4.8544739944	2.27770101700498e-08	present
FBgn0001098	71.1982996941621	818.000034882031	1828.29013703272	protein_coding	genic	4.11115549390993	7.42870340160104e-07	present
FBgn0001099	173.707721579625	927.764	849.923444553837	protein_coding	genic	4.90773848620898	1.73851559116034e-08	present
FBgn0001104	8.53576440226557	102	1901.6	protein_coding	genic	2.21665732534155	0.000502812145897659	present
FBgn0001105	43.9172053110492	620.00046	2246.56367465301	protein_coding	genic	3.67963085811627	4.40743318981838e-06	present
FBgn0001108	22.7198662378932	626	4384.6	protein_coding	genic	3.09100201510107	3.76417350182231e-05	present
FBgn0001112	7.04387792894356	121	2733.6	protein_coding	genic	2.04508119019227	0.000770768444983736	present
FBgn0001114	10.9016630883836	212	3094.6	protein_coding	genic	2.43515820867783	0.000280880967927631	present
FBgn0001120	1.68039521992548	8	757.6	protein_coding	genic	0.765118866754987	0.00838194125537066	present
FBgn0001122	4.32320922960557	66.999988612	2466.20907118725	protein_coding	genic	1.6090947382345	0.00203029868179959	present
FBgn0001123	10.379079357155	96.00002	1471.88509504205	protein_coding	genic	2.39128667505652	0.000316811880313383	present
FBgn0001124	287.392966694413	2738.9976	1516.62053717456	protein_coding	genic	5.35740538381632	1.59308601610206e-09	present
FBgn0001125	259.622730648092	2276.0038	1395.05614319294	protein_coding	genic	5.26664339997522	2.6217716590775e-09	present
FBgn0001128	26.2726047531496	246.6488	1493.95422566057	protein_coding	genic	3.22076336046908	2.41248657932199e-05	present
FBgn0001133	52.0134134211054	565	1728.6	protein_coding	genic	3.83074304493519	2.41073552864391e-06	present
FBgn0001134	0.488939248239277	12	3905.6	protein_coding	genic	-0.337484104417457	0.0238559978587586	present
FBgn0001137	1.229937606546	12	1552.6	protein_coding	genic	0.486403790945503	0.0118252891857546	present
FBgn0001138	0	0	3711.6	protein_coding	genic	NA	1	absent
FBgn0001139	8.59515836134216	158.0000245392	2925.26145134781	protein_coding	genic	2.22284981658976	0.000494875762998962	present
FBgn0001142	15.0458406938715	152.9997	1618.21244398203	protein_coding	genic	2.7229143521729	0.000122103711434073	present
FBgn0001145	18.6730023868866	174.9995	1491.36542900345	protein_coding	genic	2.91581045141658	6.69433207791343e-05	present
FBgn0001147	0	0	2071.6	protein_coding	genic	NA	1	absent
FBgn0001148	0	0	1483.6	protein_coding	genic	NA	1	absent
FBgn0001149	540.899248130695	2242	659.6	protein_coding	genic	5.92220128327965	5.99416218262939e-11	present
FBgn0001150	0	0	1614.6	protein_coding	genic	NA	1	absent
FBgn0001168	3.62839686546407	46	2017.45782737114	protein_coding	genic	1.45261223962557	0.0027612324781175	present
FBgn0001169	3.2296867032745	82.99999932	4089.58378115567	protein_coding	genic	1.34864615446034	0.00334844291866622	present
FBgn0001170	0.106329966141216	1	1496.6	protein_coding	genic	-1.70011771083519	0.0360579699865597	present
FBgn0001174	0	0	450.6	protein_coding	genic	NA	1	absent
FBgn0001179	7.53061495280128	111	2345.6	protein_coding	genic	2.10475945588154	0.000666332084484725	present
FBgn0001180	0	0	3094.1	protein_coding	genic	NA	1	absent
FBgn0001185	0.751969361515535	9	1904.6	protein_coding	genic	0.0469687604904601	0.0181628187924893	present
FBgn0001186	14.1732054390293	265.9996	2986.58113703989	protein_coding	genic	2.66955076965337	0.000143320739032842	present
FBgn0001187	13.424935116464	112	1327.6	protein_coding	genic	2.62110926718515	0.000165382031408196	present
FBgn0001189	6.70148350572489	100	2374.6	protein_coding	genic	2.00057758374988	0.000857400751806545	present
