target_id	length	eff_length	est_counts	tpm
FBtr0345962	259	83.8189	0	0
FBtr0345685	2463	2200.66	24.2899	0.694567
FBtr0085921	2010	1747.66	243.53	8.76875
FBtr0305503	2561	2298.66	109.728	3.00389
FBtr0085923	2027	1764.66	0	0
FBtr0100511	1476	1213.66	72.451	3.75654
FBtr0085922	1814	1551.66	0.000675741	2.74047e-05
FBtr0332026	410	186.806	6.98249	2.35213
FBtr0346760	814	553.988	3.01751	0.342761
FBtr0079858	2725	2462.66	167.73	4.28595
FBtr0079857	2886	2623.66	16.2705	0.390243
FBtr0329824	3020	2757.66	25.373	0.578992
FBtr0080463	1888	1625.66	368.042	14.2465
FBtr0080398	1020	757.665	350	29.0692
FBtr0091834	529	286.605	1.24286	0.272885
FBtr0344851	3999	3736.66	168.886	2.84415
FBtr0080462	4167	3904.66	196.002	3.15878
FBtr0080461	4912	4649.66	20.3709	0.275697
FBtr0344140	3963	3700.66	374.741	6.37226
FBtr0303909	4960	4697.66	0	0
FBtr0079926	4912	4649.66	0	0
FBtr0335506	9590	9327.66	59	0.398035
FBtr0303908	8557	8294.66	0	0
FBtr0079928	4939	4676.66	0	0
FBtr0089699	761	501.982	1096.29	137.43
FBtr0343734	817	556.932	202.706	22.9037
FBti0063629-RA	87	17.451	0	0
FBtr0077980	2729	2466.66	405.962	10.3566
FBtr0344015	2746	2483.66	420.834	10.6625
FBtr0304710	2592	2329.66	0	0
FBti0060149-RA	196	47.2831	0.510198	0.679009
FBtr0100188	1161	898.665	0	0
FBtr0333408	1655	1392.66	79.2963	3.58302
FBtr0078133	1261	998.665	64.1375	4.04143
FBtr0079946	895	633.268	375.331	37.2966
FBtr0343653	1167	904.665	176.669	12.2889
FBtr0080020	1623	1360.66	354	16.3717
FBtr0304117	1584	1321.66	0	0
FBtr0081381	1038	775.665	1106	89.7271
FBtr0343134	4457	4194.66	60.4691	0.907149
FBtr0110785	556	310.016	188.062	38.1732
FBtr0080957	1562	1299.66	32	1.54939
FBtr0079906	382	165.627	8.72587	3.31528
FBtr0330683	419	193.983	2.27413	0.737725
FBti0060159-RA	178	38.1793	0	0
FBtr0077884	1184	921.665	84	5.7352
FBtr0077815	2130	1867.66	330	11.1188
FBti0063630-RA	185	41.7079	0	0
FBtr0309960	2135	1872.66	0	0
FBtr0080542	2026	1763.66	1.5	0.0535202
FBtr0342712	2026	1763.66	1.5	0.0535202
FBtr0340569	382	165.627	8	3.0395
FBtr0301738	1225	962.665	168.5	11.0146
FBti0019129-RA	6133	5870.66	97.9931	1.05039
FBtr0343109	1870	1607.66	0	0
FBtr0081097	1873	1610.66	47	1.83626
FBtr0110895	3330	3067.66	65	1.33336
FBtr0081476	3417	3154.66	0	0
FBtr0340555	351	142.771	225	99.1711
FBtr0089489	3432	3169.66	30.2034	0.599633
FBtr0089488	4711	4448.66	176.797	2.50084
FBti0019113-RA	5145	4882.66	1262.4	16.2698
FBtr0080517	1894	1631.66	0	0
FBtr0080518	1960	1697.66	1532	56.7871
FBtr0079883	4136	3873.66	28.0292	0.455336
FBtr0300550	1923	1660.66	27.9837	1.06039
FBtr0080358	1071	808.665	85	6.61444
FBtr0304220	22	2	0	0
FBtr0078104	1583	1320.66	55.6312	2.65075
FBtr0330636	1221	958.665	28.0861	1.8436
FBtr0332598	5982	5719.66	27.2877	0.300219
FBtr0308029	3617	3354.66	0	0
FBtr0333425	2553	2290.66	122	3.35151
FBtr0080259	2148	1885.66	0	0
FBti0063555-RA	366	153.404	0	0
FBtr0332188	3043	2780.66	5.71565	0.129348
FBtr0079786	2070	1807.66	5.28435	0.183957
FBti0019183-RA	5149	4886.66	387.777	4.99358
FBtr0079099	2487	2224.66	37.1164	1.04989
FBtr0079741	3160	2897.66	112	2.43227
FBtr0307507	2434	2171.66	125.217	3.62838
FBtr0308578	2379	2116.66	804.783	23.926
FBtr0347300	773	513.522	1.16193	0.142384
FBtr0307101	204	51.5653	60	73.2211
FBtr0077917	2227	1964.66	5338	170.975
FBtr0079289	647	392.978	1083.51	173.503
FBtr0273448	718	460.181	0	0
FBtr0345635	1205	942.665	17	1.13484
FBtr0081376	965	702.81	0	0
FBtr0305552	746	487.23	141.311	18.2509
FBtr0343837	1328	1065.66	38.6888	2.28459
FBtr0475223	245	75.4543	43	35.8614
FBtr0079114	2881	2618.66	60.5356	1.4547
FBtr0081429	1151	888.665	6	0.42487
FBtr0077393	3950	3687.66	1	0.0170644
FBtr0343885	628	375.423	21	3.51999
FBtr0332521	2017	1754.66	6.65922	0.238821
FBtr0080676	2210	1947.66	66.5393	2.14984
FBtr0332520	2073	1810.66	0	0
FBtr0111014	2455	2192.66	2.92837	0.0840421
FBtr0111015	3012	2749.66	9.87312	0.225953
FBtr0077905	2183	1920.66	1069.27	35.033
FBtr0077906	2664	2401.66	411.984	10.7947
FBtr0077908	2198	1935.66	17.1937	0.55896
FBtr0077907	2257	1994.66	49.0656	1.54792
FBtr0302115	2561	2298.66	75.0102	2.05346
FBtr0077909	1754	1491.66	9.11204	0.384403
FBti0060413-RA	2073	1810.66	82.5067	2.86744
FBti0019201-RA	6978	6715.66	0	0
FBtr0080120	725	466.808	127	17.1202
FBtr0080002	1266	1003.66	0	0
FBtr0302490	1281	1018.66	9	0.555973
FBti0062693-RA	439	210.072	1	0.299553
FBtr0332196	3103	2840.66	0	0
FBtr0080008	3162	2899.66	87.419	1.89714
FBtr0474232	3162	2899.66	87.419	1.89714
FBtr0332195	3603	3340.66	30.1409	0.567762
FBtr0335136	633	379.923	63.6085	10.5357
FBtr0077452	586	337.402	776.145	144.757
FBtr0345285	613	362.004	101.246	17.5998
FBtr0299686	657	402.372	1.5	0.234588
FBtr0299687	779	519.47	0	0
FBtr0345444	1018	755.665	0	0
FBtr0091522	788	528.418	74	8.81245
FBtr0343613	4404	4141.66	535.626	8.13822
FBtr0080199	4747	4484.66	50.2144	0.704597
FBti0060353-RA	60	21.0909	0	0
FBti0062871-RA	34	9.4	0	0
FBtr0347040	2215	1952.66	0	0
FBti0019167-RA	7379	7116.66	140.397	1.24143
FBti0061153-RA	220	60.7105	0.403161	0.417886
FBtr0343681	669	413.586	17	2.58658
FBtr0080003	1255	992.665	307	19.4616
FBtr0078008	783	523.418	8	0.961798
FBtr0077643	1710	1447.66	105.787	4.5984
FBti0061526-RA	85	17.9773	0	0
FBtr0091721	543	298.795	74	15.5848
FBtr0343862	832	571.649	0	0
FBtr0113026	1327	1064.66	18	1.0639
FBtr0080143	2854	2591.66	274	6.65295
FBtr0334789	1071	808.665	35	2.72359
FBtr0334773	3815	3552.66	174.534	3.09149
FBtr0330672	3746	3483.66	55.3381	0.99961
FBtr0301068	3764	3501.66	0	0
FBtr0330671	3707	3444.66	0	0
FBtr0301066	3563	3300.66	0.128171	0.00244361
FBtr0301067	3621	3358.66	0	0
FBtr0334774	3873	3610.66	0	0
FBti0019208-RA	514	273.145	0	0
FBtr0302213	870	608.763	6	0.62022
FBtr0081323	1254	991.665	60	3.8074
FBtr0304505	23	3	0	0
FBtr0077767	1869	1606.66	20.6535	0.808928
FBtr0330685	1806	1543.66	33.3465	1.35938
FBtr0479831	3865	3602.66	25.6276	0.447637
FBtr0080919	3899	3636.66	295.253	5.10897
FBtr0331622	4153	3890.66	115.119	1.86194
FBtr0300296	522	280.322	0	0
FBtr0343608	4211	3948.66	179.48	2.86028
FBtr0303907	4127	3864.66	153.121	2.49325
FBtr0079957	4223	3960.66	962.498	15.2923
FBtr0303905	4119	3856.66	12.5249	0.204365
FBtr0343610	5025	4762.66	43.414	0.573618
FBtr0343609	4032	3769.66	0	0
FBtr0303906	4081	3818.66	60.9625	1.0046
FBtr0345437	1625	1362.66	60.9471	2.81454
FBtr0080115	1558	1295.66	7.16173	0.34783
FBtr0333492	2111	1848.66	140.387	4.77873
FBtr0080116	1349	1086.66	662.504	38.365
FBtr0077515	2418	2155.66	29	0.846563
FBtr0081460	1261	998.665	22.5045	1.41805
FBtr0335148	1335	1072.66	14.4955	0.850376
FBtr0304455	22	2	0	0
FBti0019783-RA	2780	2517.66	15.4341	0.385769
FBtr0077871	485	248.015	91.9967	23.342
FBtr0333008	560	313.66	43.0033	8.62751
FBtr0077382	1506	1243.66	12.0737	0.610915
FBtr0077381	1403	1140.66	0.926258	0.0510995
FBtr0346424	4516	4253.66	10	0.147938
FBtr0340258	424	197.703	0.103401	0.0329119
FBtr0302995	674	418.206	1.8966	0.285382
FBti0059716-RA	8791	8528.66	141.006	1.0404
FBtr0345441	2159	1896.66	3.53926	0.117426
FBtr0300635	817	556.932	114.237	12.9077
FBtr0343835	1083	820.665	6.22346	0.477209
FBtr0079388	718	460.181	3	0.410237
FBti0060095-RA	326	124.704	0	0
FBtr0308610	2422	2159.66	26.4284	0.770065
FBtr0079443	2955	2692.66	81.5716	1.90633
FBtr0332523	3302	3039.66	0	0
FBti0019829-RA	832	571.649	3.41508	0.375936
FBtr0091737	36	11.4	0	0
FBtr0080508	1293	1030.66	84.5571	5.16268
FBtr0332508	1053	790.665	267.439	21.2851
FBtr0080129	599	349.204	0	0
FBtr0336850	943	680.879	6	0.554529
FBtr0080910	1620	1357.66	0	0
FBtr0342936	3890	3627.66	10.8435	0.188098
FBtr0300020	3455	3192.66	0	0
FBtr0079070	3058	2795.66	4.19327	0.0943865
FBtr0079071	3841	3578.66	104.963	1.84569
FBtr0346579	4068	3805.66	0	0
FBtr0299905	1425	1162.66	154.542	8.36438
FBtr0344787	1413	1150.66	68.4583	3.74386
FBtr0080515	751	492.132	818.004	104.596
FBtr0080721	3164	2901.66	0	0
FBtr0080719	1838	1575.66	434.283	17.3441
FBtr0080718	3209	2946.66	1083.24	23.1332
FBtr0080720	1918	1655.66	103.479	3.93299
FBtr0080963	1185	922.665	0	0
FBtr0331450	811	550.988	0	0
FBtr0331449	831	570.649	18	1.98493
FBti0064298-RA	292	103.693	0	0
FBti0061378-RA	58	19.0909	0	0
FBtr0347030	1916	1653.66	16.1906	0.616109
FBtr0343809	881	619.456	50.8885	5.16954
FBtr0077448	3452	3189.66	0	0
FBtr0077447	2272	2009.66	7.55853	0.236677
FBtr0301407	3458	3195.66	7.44147	0.146534
FBtr0077446	3664	3401.66	0	0
FBtr0301408	3436	3173.66	0	0
FBtr0080994	1526	1263.66	2066	102.882
FBtr0080660	72	22.8333	0	0
FBtr0343882	624	371.804	12	2.031
FBtr0343881	486	248.882	0	0
FBtr0302391	2612	2349.66	4	0.107126
FBtr0339572	2989	2726.66	0	0
FBtr0329975	6012	5749.66	145.009	1.58706
FBtr0329974	5934	5671.66	0.00851276	9.44501e-05
FBtr0329977	5754	5491.66	83.9828	0.96234
FBtr0290010	5745	5482.66	0	0
FBtr0329976	5797	5534.66	0	0
FBti0060570-RA	355	145.563	0	0
FBtr0080539	1456	1193.66	66.1892	3.48937
FBtr0085894	529	286.605	9.32143	2.04664
FBti0063022-RA	37	12.4	0	0
FBti0060561-RA	88	16.8929	1	3.72511
FBti0064120-RA	389	171.152	0	0
FBtr0343235	843	582.359	3	0.32417
FBtr0079971	4130	3867.66	716	11.6495
FBtr0304741	1938	1675.66	0	0
FBtr0078088	2063	1800.66	4.12898e-05	1.44295e-06
FBtr0331233	2714	2451.66	10.698	0.274589
FBtr0078087	2775	2512.66	259.777	6.50593
FBtr0331232	2041	1778.66	32.3474	1.14443
FBtr0303311	679	422.866	0	0
FBtr0091735	36	11.4	0	0
FBtr0079958	772	512.625	149	18.2906
FBtr0342639	2337	2074.66	67.9985	2.0625
FBtr0080471	2286	2023.66	111.001	3.4517
FBtr0080988	636	382.806	576	94.686
FBtr0343743	928	665.945	7	0.661458
FBtr0307516	798	538.097	42	4.91169
FBti0064182-RA	143	22.8246	0	0
FBtr0335467	434	206.117	0.5	0.152651
FBtr0303799	2377	2114.66	2473	73.5911
FBtr0290229	442	212.579	0.000372627	0.000110305
FBtr0080136	440	210.932	1.99963	0.596554
FBtr0079900	890	628.332	478.728	47.9449
FBtr0445309	1044	781.665	66.2717	5.33519
FBti0019108-RA	5520	5257.66	0	0
FBtr0091621	477	241.016	2	0.522188
FBtr0114615	3471	3208.66	406	7.9624
FBti0060288-RA	87	17.451	0	0
FBti0062246-RA	61	18.8462	0	0
FBtr0112361	314	116.228	1050.36	568.682
FBtr0339799	353	144.322	61.6447	26.8786
FBtr0080162	1210	947.665	37.6993	2.50335
FBtr0306288	678	421.951	56	8.35158
FBtr0345768	916	654.011	1	0.0962183
FBtr0079676	686	429.349	1	0.146566
FBtr0302984	2257	1994.66	146.778	4.63056
FBtr0302985	2264	2001.66	408.222	12.8336
FBtr0343723	372	158.158	0	0
FBti0061430-RA	148	24.8553	5	12.6588
FBtr0343737	1731	1468.66	0	0
FBtr0079884	1602	1339.66	12	0.563674
FBtr0343623	1173	910.665	0	0
FBtr0114455	1152	889.665	0	0
FBtr0344047	549	304.039	5.76266	1.19271
FBtr0332968	6696	6433.66	17.5601	0.171755
FBtr0302224	3653	3390.66	56.3567	1.04593
FBtr0481634	2375	2112.66	2	0.059572
FBtr0342627	1149	886.665	1	0.0709714
FBti0063650-RA	57	19.9	0	0
FBti0062844-RA	107	13.5616	0	0
FBtr0077386	1734	1471.66	303	12.9562
FBtr0081029	3800	3537.66	62	1.10285
FBtr0340228	3848	3585.66	0	0
FBtr0343708	338	133.248	13.1936	6.23083
FBtr0301737	400	179.146	2.40604	0.84516
FBtr0112357	482	245.492	3.18631	0.816758
FBtr0345461	613	362.004	6.21401	1.08019
FBtr0331506	836	575.591	0	0
FBtr0077560	1390	1127.66	16	0.892858
FBtr0080695	726	467.808	45	6.05324
FBtr0080454	860	599.005	136.307	14.3196
FBtr0345636	1168	905.665	82.6929	5.74571
FBtr0081240	1544	1281.66	2	0.098197
FBtr0335164	794	534.204	12.7756	1.50492
FBtr0336986	552	306.721	15.2408	3.12684
FBti0019126-RA	8950	8687.66	14.9616	0.108372
FBtr0302203	384	167.271	0	0
FBti0019120-RA	7384	7121.66	2.78238	0.0245854
FBtr0077691	1193	930.665	1	0.067616
FBtr0077692	682	425.651	0	0
FBtr0339663	4718	4455.66	104.234	1.47211
FBtr0079431	4480	4217.66	0	0
FBtr0100353	1556	1293.66	8.91755	0.433777
FBti0059705-RA	8640	8377.66	40.8535	0.306866
FBti0062802-RA	601	350.917	3	0.537972
FBtr0089628	2870	2607.66	578.409	13.9581
FBtr0343117	3046	2783.66	379.591	8.58106
FBtr0342925	387	169.473	0	0
FBtr0080119	2993	2730.66	75	1.72836
FBtr0347275	405	182.911	3362.74	1156.9
FBtr0347277	596	346.454	2520.64	457.832
FBtr0347276	409	186.062	1829.62	618.794
FBtr0079293	1941	1678.66	60.2012	2.25675
FBtr0079291	2110	1847.66	32.7988	1.11706
FBtr0079292	2058	1795.66	0	0
FBti0060195-RA	1421	1158.66	0	0
FBtr0113548	135	19.9175	2	6.31885
FBtr0344800	371	157.329	1	0.399976
FBtr0081149	3281	3018.66	13.6829	0.285237
FBtr0336844	3466	3203.66	17.3171	0.34015
FBtr0345778	321	121.256	0	0
FBtr0080254	1218	955.665	1260	82.9674
FBti0063321-RA	152	26.2294	2	4.79826
FBtr0345312	1280	1017.66	2.92612	0.180938
FBtr0301665	932	669.879	12.0739	1.13421
FBti0019178-RA	7525	7262.66	185.992	1.61154
FBtr0081203	1270	1007.66	1.57272	0.0982153
FBtr0335465	1032	769.665	0	0
FBti0019798-RA	342	136.436	2	0.92245
FBtr0343251	407	184.53	5	1.70508
FBti0019163-RA	7410	7147.66	2.49313e-06	2.19494e-08
FBtr0081096	2351	2088.66	19.6545	0.592156
FBtr0343108	2418	2155.66	64.3455	1.87836
FBtr0336968	2263	2000.66	0	0
FBtr0336967	2203	1940.66	2	0.0648518
FBtr0303784	816	555.932	77	8.71588
FBtr0304263	24	4	0	0
FBtr0078055	3327	3064.66	85	1.74533
FBtr0304219	95	13.4052	0	0
FBtr0345975	270	90.5712	0	0
FBti0064060-RA	69	23.9333	0	0
FBtr0079488	2834	2571.66	103	2.52038
FBtr0346500	417	192.422	0	0
FBtr0080139	1379	1116.66	0	0
FBtr0302420	1705	1442.66	70.6169	3.08025
FBtr0300408	1227	964.665	11	0.717561
FBtr0345728	1174	911.665	20	1.3805
FBtr0079805	527	284.756	976	215.685
FBtr0091844	1023	760.665	17.8525	1.47689
FBti0019260-RA	180	38.9339	0	0
FBtr0331295	662	407.085	7.342	1.13494
FBtr0085961	614	362.967	791.425	137.21
FBtr0345541	656	401.535	31.233	4.89477
FBtr0079933	2623	2360.66	348	9.27657
FBtr0080934	705	447.683	6.65724	0.935764
FBtr0343770	544	299.701	42.3307	8.8881
FBtr0308804	466	231.674	0.0898371	0.0244017
FBtr0339566	300	107.841	6	3.50113
FBti0215084-RA	1092	829.665	0	0
FBtr0342648	249	77.6569	0	0
FBtr0301130	846	585.301	101	10.8589
FBtr0081450	1198	935.665	500.767	33.6789
FBtr0339567	1192	929.665	7.23309	0.489599
FBtr0079150	1041	778.665	258	20.8503
FBtr0079486	1262	999.665	28	1.76257
FBtr0091836	493	254.671	85.09	21.0253
FBtr0077667	1911	1648.66	129.538	4.94432
FBtr0335480	1771	1508.66	16.4622	0.686653
FBtr0339575	350	142.057	0	0
FBtr0077550	335	131.032	1	0.480249
FBtr0333354	3292	3029.66	1.37827	0.0286275
FBtr0081514	1411	1148.66	3.62173	0.198411
FBti0063556-RA	985	722.81	1	0.0870599
FBtr0113552	126	17.4052	1	3.61546
FBti0060217-RA	2374	2111.66	13.521	0.402927
FBtr0081367	1539	1276.66	19.9778	0.984722
FBtr0346417	1689	1426.66	19.0222	0.839037
FBtr0081227	2809	2546.66	387	9.56273
FBtr0077575	715	457.32	10.6716	1.46842
FBti0019160-RA	3613	3350.66	0	0
FBti0019750-RA	6523	6260.66	0	0
FBtr0344578	795	535.151	64	7.52569
FBtr0289986	1804	1541.66	44.4909	1.81603
FBti0063661-RA	240	72.8645	1	0.863628
FBti0064217-RA	155	27.5367	0	0
FBtr0331375	2948	2685.66	62.6816	1.46869
FBtr0079355	1834	1571.66	46.3184	1.85454
FBtr0078018	1073	810.665	10	0.776249
FBtr0445832	1185	922.665	0	0
FBtr0112512	1484	1221.66	5.5	0.283304
FBti0063627-RA	242	73.8328	0	0
FBtr0310482	1186	923.665	10.7084	0.729548
FBtr0079888	791	531.365	189.289	22.4169
FBtr0100164	774	514.522	130.002	15.8997
FBtr0305483	361	149.758	45	18.9088
FBtr0346909	3150	2887.66	1.36018	0.029641
FBtr0345766	1027	764.665	0.639819	0.0526537
FBtr0345632	1948	1685.66	108	4.03176
FBtr0077441	1807	1544.66	0	0
FBtr0343843	1244	981.665	11.3347	0.726588
FBtr0085926	413	189.226	18.6462	6.20086
FBtr0344864	3704	3441.66	1	0.0182841
FBtr0290281	4117	3854.66	0	0
FBtr0300967	6360	6097.66	0	0
FBtr0300966	6366	6103.66	746.385	7.69511
FBtr0332179	7824	7561.66	90.2182	0.750791
FBtr0081318	7522	7259.66	228.397	1.97978
FBtr0091821	493	254.671	10.1891	2.51766
FBti0019850-RA	1295	1032.66	3.8675	0.235675
FBtr0091870	529	286.605	9.32143	2.04664
FBtr0303208	708	450.457	236.35	33.0175
FBtr0077757	693	436.174	693.65	100.074
FBtr0309699	21	2	0	0
FBtr0079202	5629	5366.66	1897	22.2436
FBti0063643-RA	56	18.9	1	3.32951
FBtr0310481	1087	824.665	0	0
FBtr0306976	579	331.092	125.424	23.8382
FBtr0346588	2482	2219.66	14.3513	0.406861
FBtr0306975	2250	1987.66	93.9368	2.97396
FBtr0304323	78	22.375	0	0
FBtr0331624	1844	1581.66	9.70346	0.38606
FBtr0080929	1681	1418.66	134.297	5.957
FBtr0077689	1073	810.665	1	0.0776249
FBti0060661-RA	136	20.2812	0	0
FBtr0112366	662	407.085	537.462	83.0817
FBtr0081390	2461	2198.66	51.5704	1.47599
FBtr0336824	2551	2288.66	25.4296	0.699198
FBti0063776-RA	53	17.8889	0	0
