id	abundance	counts	length	biotype	type	zScore	pValue	call
FBgn0000212	2.02828783881972	152.0000719	5259.45106656489	protein_coding	genic	2.27835868287286	0.00254696287501859	present
FBgn0000216	0	0	353	protein_coding	genic	NA	1	absent
FBgn0000221	9.38705976689124	170	1271	protein_coding	genic	3.77414467934387	1.8010582365125e-05	present
FBgn0000227	0.239325068225641	4	1173	protein_coding	genic	0.19194424465783	0.0951005779894798	absent
FBgn0000228	2.31305932325469	90.000051	2730.75159764748	protein_coding	genic	2.40661883392391	0.00180612946815527	present
FBgn0000229	28.4144246793406	549	1356	protein_coding	genic	4.8554304896414	1.34751044895472e-07	present
FBgn0000233	0.38211656764339	15	2755	protein_coding	genic	0.648743670399212	0.0579389643031872	absent
FBgn0000239	68.4115128187088	2669.9758	2739.07764175552	protein_coding	genic	5.7132270626767	1.24350291624253e-09	present
FBgn0000241	0.998702958497322	33.0082396	2319.59540022563	protein_coding	genic	1.58667852889721	0.0126293014358749	present
FBgn0000244	1.37263735642684	56	2863.24443379008	protein_coding	genic	1.89716579024299	0.00648440824784799	present
FBgn0000246	3.74885404755778	128.99993311938	2415.00016498429	protein_coding	genic	2.87804386835526	0.000448868620027874	present
FBgn0000247	9.50206027855093	878.921	6491.69746747117	protein_coding	genic	3.78603270125049	1.71708355144621e-05	present
FBgn0000250	23.3630410769454	644.9996	1937.56501835343	protein_coding	genic	4.66433391045018	3.47315029375558e-07	present
FBgn0000251	30.2809631109512	1000.9997	2320.01330411438	protein_coding	genic	4.91754311322538	9.83071876417142e-08	present
FBgn0000253	426.235004101885	7661.97261	1261.58842145875	protein_coding	genic	7.49926877147989	7.19882538135842e-15	present
FBgn0000256	244.192017916312	12955.008	3723.33775332426	protein_coding	genic	6.95544838316697	3.94231376718838e-13	present
FBgn0000257	5.34452684924334	228	2994	protein_coding	genic	3.22424920729203	0.000141681169758737	present
FBgn0000259	65.4602330048672	1657.00031	1776.52472006824	protein_coding	genic	5.67017394149824	1.60020901508654e-09	present
FBgn0000261	223.777910182727	5784	1814	protein_coding	genic	6.87021736572675	7.19089805350928e-13	present
FBgn0000273	4.48990877009219	298	4658.05872581393	protein_coding	genic	3.05414447520353	0.000253183265424316	present
FBgn0000274	178.549789518942	2975.995	1169.76619571314	protein_coding	genic	6.64978855812898	3.29250425432655e-12	present
FBgn0000276	8.77275953214614	20	160	protein_coding	genic	3.70807047490565	2.34271847190294e-05	present
FBgn0000277	0	0	176	protein_coding	genic	NA	1	absent
FBgn0000278	0.285292992915322	1	246	protein_coding	genic	0.363468795432782	0.0803460394965861	absent
FBgn0000279	1.35617538661196	4	207	protein_coding	genic	1.88538319964766	0.00666075447062374	present
FBgn0000280	0	0	20.1432	pseudogene	genic	NA	1	absent
FBgn0000281	0	0	34.13	pseudogene	genic	NA	1	absent
FBgn0000283	9.41706116948089	530	3949.90536292227	protein_coding	genic	3.77726047186433	1.77868277278542e-05	present
FBgn0000286	11.204959338321	587.0004	3676.66723206174	protein_coding	genic	3.94696778996745	8.87835553689504e-06	present
FBgn0000287	58.8082945061919	3545	4230.61852789268	protein_coding	genic	5.56555679385651	2.93132563015801e-09	present
FBgn0000289	18.9357026374149	952.9989785	3532.13441628181	protein_coding	genic	4.45921307555205	9.22765942594062e-07	present
FBgn0000299	1.72527277267672	143.99992	5857.74813497269	protein_coding	genic	2.12039206490582	0.00381092864378926	present
FBgn0000303	0.0915736903146779	5	3832	protein_coding	genic	-0.745940813583901	0.173231855766834	absent
FBgn0000307	3.44876806306749	309.4806	6297.89845884729	protein_coding	genic	2.79658907727338	0.000579330919152342	present
FBgn0000308	276.481756046303	3797.9978	964.083037650849	protein_coding	genic	7.0766919430761	1.65611271914615e-13	present
FBgn0000316	5.46483731701865	148.9998	1913.52728714125	protein_coding	genic	3.24598541046547	0.000131295318502777	present
FBgn0000317	0.751805862721219	75.00000397068	7001.35002792616	protein_coding	genic	1.30943877132683	0.0213565674650555	present
FBgn0000318	258.895641200606	1872.00300081944	507.467243356786	protein_coding	genic	7.01253000972605	2.62542358848915e-13	present
FBgn0000319	34.5426093733829	2720.000899435	5526.37203751064	protein_coding	genic	5.04609205776064	5.05840972743038e-08	present
FBgn0000320	14.5760741382539	586	2821.52082217851	protein_coding	genic	4.20375255774482	2.94489064688183e-06	present
FBgn0000326	7.0814347214441	168	1665	protein_coding	genic	3.49897695963539	5.23910987255446e-05	present
FBgn0000330	7.99749241070067	147	1290	protein_coding	genic	3.61774275849713	3.33366333367912e-05	present
FBgn0000337	0.311188894438842	7.14321	1611	protein_coding	genic	0.448289473814039	0.0733563533707317	absent
FBgn0000339	62.186679993109	611.0003	689.557147165679	protein_coding	genic	5.62008978750792	2.14095677586457e-09	present
FBgn0000346	30.925451649804	1277.004	2898.02694310135	protein_coding	genic	4.93810124859974	8.84915465198828e-08	present
FBgn0000351	0.713232482288305	15	1476	protein_coding	genic	1.25801741034793	0.0233756873679879	present
FBgn0000352	3.3625066526758	204.9997	4278.74382542791	protein_coding	genic	2.77185975690429	0.000625231588486023	present
FBgn0000355	0.208875226955861	1	336	protein_coding	genic	0.0590865538214128	0.106889890787787	absent
FBgn0000356	0	0	343	protein_coding	genic	NA	1	absent
FBgn0000357	0.895941399027691	6	470	protein_coding	genic	1.48067421547656	0.0155579652771804	present
FBgn0000358	0	0	472	protein_coding	genic	NA	1	absent
FBgn0000359	0	0	937	protein_coding	genic	NA	1	absent
FBgn0000360	0.0752219466850687	1	933	protein_coding	genic	-0.937973662129006	0.185284548690625	absent
FBgn0000370	101.25330886767	2613.72930066662	1811.66374853704	protein_coding	genic	6.09600708462034	1.21991233505904e-10	present
FBgn0000376	1.55916859686399	80.000000242207	3601.00000016988	protein_coding	genic	2.0215586231647	0.00484843455892566	present
FBgn0000377	3.48791554088114	107	2153	protein_coding	genic	2.80760859905263	0.000559876096425949	present
FBgn0000382	4.29220153044095	276.9998	4529.24238271344	protein_coding	genic	3.01018221610292	0.000292879439284136	present
FBgn0000384	5.49953405837809	158.9196	2028.04589762794	protein_coding	genic	3.25216206656779	0.000128475075581592	present
FBgn0000392	141.000805385834	7774.68	3869.78771604879	protein_coding	genic	6.41929138874411	1.53579254099107e-11	present
FBgn0000394	2.82847017298849	50.58184	1255.0737094594	protein_coding	genic	2.60301204851916	0.0010365968075395	present
FBgn0000395	1.48819824352551	88	4150	protein_coding	genic	1.97607767487108	0.00540078654888719	present
FBgn0000404	55.395837673723	1892.004	2397.01707895385	protein_coding	genic	5.50719529334323	4.08986099312588e-09	present
FBgn0000405	85.4892504285654	2988.9977	2453.80633778266	protein_coding	genic	5.93078892726492	3.38188770119258e-10	present
FBgn0000406	0.545739317707382	10	1286	protein_coding	genic	0.996702698593851	0.0357736731507544	present
FBgn0000411	11.6490725882396	433	2608.69170392443	protein_coding	genic	3.98491705071995	7.57224346079217e-06	present
FBgn0000412	133.225932523437	3090.99887	1628.3069992173	protein_coding	genic	6.3639150576102	2.20620564640135e-11	present
FBgn0000414	0.652520513426417	77.0000407	8281.76680582153	protein_coding	genic	1.17116283103391	0.0270940576770949	present
FBgn0000416	134.8071519872	6179	3216.85491311486	protein_coding	genic	6.37543535369595	2.04656909461766e-11	present
FBgn0000422	13.4188867771015	341.99987	1788.69241204421	protein_coding	genic	4.12299560649534	4.19509382653893e-06	present
FBgn0000426	63.8461943728414	262	288	protein_coding	genic	5.64580091603891	1.8443180638572e-09	present
FBgn0000427	0.914687201080177	48.217239	3699.61003107065	protein_coding	genic	1.5008893311091	0.0149624022874372	present
FBgn0000439	0.0548297470759133	2	2560	protein_coding	genic	-1.24668135695375	0.200511617230759	absent
FBgn0000442	0.122183082784439	4.18523	2404	protein_coding	genic	-0.46440284345506	0.152293677383738	absent
FBgn0000447	259.8407851024	4643	1254.05786444811	protein_coding	genic	7.0160867735215	2.55948411943461e-13	present
FBgn0000448	1.17337933050595	72.27444	4322.87336895313	protein_coding	genic	1.7440424559081	0.00910320933679605	present
FBgn0000449	0.128928694387446	3.29936	1796	protein_coding	genic	-0.41194550642382	0.148028751263461	absent
FBgn0000451	0.288124406888712	9	2192.24290345696	protein_coding	genic	0.373109021329473	0.0795397896282573	absent
FBgn0000454	53.9894796785484	1379.9990849924	1793.89024666304	protein_coding	genic	5.48209183921404	4.71501577306949e-09	present
FBgn0000455	22.5585227936198	521	1620.88901230389	protein_coding	genic	4.63012030502224	4.09948133377777e-07	present
FBgn0000459	1.57958274124515	65	2888	protein_coding	genic	2.0342625177412	0.00470296166624077	present
FBgn0000463	1.85512477626842	92	3480.49419546177	protein_coding	genic	2.19123536721721	0.00318967631162746	present
FBgn0000464	3.1217339172703	335.619963	7545.32784052614	protein_coding	genic	2.69932533687326	0.000779395943915351	present
FBgn0000473	0.0469445326134911	1	1495	protein_coding	genic	-1.39826353752038	0.206174269428331	absent
FBgn0000477	0.200711371564831	3	1049	protein_coding	genic	0.0201647273269799	0.110370553327815	absent
FBgn0000479	1.20839213698333	82.999975364	4820.54659415561	protein_coding	genic	1.7727466387506	0.00855568339280707	present
FBgn0000482	2.91836936817203	124	2982	protein_coding	genic	2.63355842715577	0.000947827953660259	present
FBgn0000489	149.129579483636	3961.005	1864.0940042048	protein_coding	genic	6.47401193076225	1.07053716476497e-11	present
FBgn0000490	3.25935220424999	169.999828435	3660.52521337634	protein_coding	genic	2.7414413942125	0.000686178947584809	present
FBgn0000492	0.118301013497125	4	2373	protein_coding	genic	-0.495925754113915	0.154807788883513	absent
FBgn0000499	56.8830336643472	2160	2665	protein_coding	genic	5.53306038321662	3.53005443156523e-09	present
FBgn0000500	0	0	390	protein_coding	genic	NA	1	absent
FBgn0000504	0.555420639118983	31.9999912977815	4043.46844771923	protein_coding	genic	1.01387139471544	0.0348465766038839	present
FBgn0000520	2.57937416853008	67	1823	protein_coding	genic	2.51301185777815	0.00134279711063538	present
FBgn0000524	2.07718943156324	108	3649	protein_coding	genic	2.30161555371551	0.0023957109809022	present
FBgn0000527	0.378978474557782	16	2963	protein_coding	genic	0.640693884123372	0.0585242403923304	absent
FBgn0000529	0	0	1578.5	protein_coding	genic	NA	1	absent
FBgn0000533	1.1220156076286	20	1251	protein_coding	genic	1.70034541687	0.00999099613583819	present
FBgn0000535	0.00776694071017807	1	9036	protein_coding	genic	-3.15466623233314	0.224170219435664	absent
FBgn0000536	27.7356283145787	857.0005	2168.5491946046	protein_coding	genic	4.83182324992207	1.51760007959931e-07	present
FBgn0000541	24.4137033174124	3046.99690359266	8759.20241443993	protein_coding	genic	4.70727880422366	2.81610817365342e-07	present
FBgn0000542	0.498892857885932	46.7694	6579.31566952305	protein_coding	genic	0.909084476518129	0.0407538829122103	present
FBgn0000543	11.714341617246	338	2025	protein_coding	genic	3.99037407609864	7.40010659223632e-06	present
FBgn0000546	0.401512392828602	23.000004	4020.26951963164	protein_coding	genic	0.697082183869344	0.054489272008525	absent
FBgn0000547	1.94283707040853	144.258200047734	5211.11118923789	protein_coding	genic	2.23633657094106	0.002841368639521	present
FBgn0000551	1.14739089248778	6	367	protein_coding	genic	1.72217766567899	0.00953908330177546	present
FBgn0000552	0	0	473	protein_coding	genic	NA	1	absent
FBgn0000557	4.64971265913106	160.000366007	2415.02189736962	protein_coding	genic	3.08828448622654	0.000225826300130858	present
FBgn0000559	206.187714698857	7728	2630.45296422022	protein_coding	genic	6.79029476419739	1.25529321158771e-12	present
FBgn0000560	8.50040106644819	154.9998	1279.72876790287	protein_coding	genic	3.67728208164792	2.64433269306547e-05	present
FBgn0000562	1.60217966508482	97	4249	protein_coding	genic	2.04812713324416	0.00454843015666194	present
FBgn0000564	0	0	523	protein_coding	genic	NA	1	absent
FBgn0000565	4.39624130233435	49.00000816	782.241481481237	protein_coding	genic	3.03356310052303	0.000271109770040196	present
FBgn0000566	14.2380979935204	241.9996	1192.85837119071	protein_coding	genic	4.18085298117596	3.25776617690443e-06	present
FBgn0000567	0.577531229272095	48	5833	protein_coding	genic	1.05197850374196	0.0328459638378389	present
FBgn0000568	1.42814706301572	97.000000449195	4766.77899970298	protein_coding	genic	1.93586896561776	0.00593224711964871	present
FBgn0000575	3.26515541945118	87	1870	protein_coding	genic	2.74317619572469	0.00068256414975376	present
FBgn0000576	0.183163313415839	6	2299	protein_coding	genic	-0.0691529257198273	0.118359689205143	absent
FBgn0000577	1.28922298520632	48	2613	protein_coding	genic	1.83595917750978	0.00744436283682572	present
FBgn0000578	3.96707569895645	232.000413422	4104.35089775592	protein_coding	genic	2.93327621323261	0.000376241733296898	present
FBgn0000579	254.448168712473	7285.8825	2009.5973329389	protein_coding	genic	6.99561484753535	2.96252700243569e-13	present
FBgn0000581	12.03365408754	1571.99528	9168.11234678126	protein_coding	genic	4.01662809877785	6.6224644545626e-06	present
FBgn0000588	3.03738821834305	66	1525	protein_coding	genic	2.6725823038892	0.000844341938289301	present
FBgn0000591	0	0	590	protein_coding	genic	NA	1	absent
FBgn0000592	7.41650120917247	163	1542.46296296296	protein_coding	genic	3.54411136020128	4.4190178258394e-05	present
FBgn0000594	0.719355041713457	16	1561	protein_coding	genic	1.26636339427699	0.0230388868762548	present
FBgn0000606	0.944277814769341	16.5089	1227	protein_coding	genic	1.5319725243744	0.014081268857899	present
FBgn0000611	8.47249503479009	270.999661011209	2244.83092603275	protein_coding	genic	3.67407155765017	2.67780038491147e-05	present
FBgn0000615	1824.51300582306	63023.199	2424.26277262596	protein_coding	genic	8.91884092346766	5.28562533027644e-20	present
FBgn0000617	8.6892094413638	117	945	protein_coding	genic	3.69872844855949	2.43063841726239e-05	present
FBgn0000618	10.3973446306917	48	324	protein_coding	genic	3.87393688338959	1.20129756716822e-05	present
FBgn0000625	0.315747585050136	12	2667.27270440502	protein_coding	genic	0.462487012161623	0.0722107994402798	absent
FBgn0000629	5.22142367119864	177	2379.08821037449	protein_coding	genic	3.20150181530263	0.00015335836515284	present
FBgn0000633	0.0847171122262777	7	5799	protein_coding	genic	-0.821920219136387	0.178232724594738	absent
FBgn0000635	4.91747740692699	289.0004	4124.60422951437	protein_coding	genic	3.14294767957527	0.000187619507022657	present
FBgn0000636	8.86301409604733	329.0001	2605.19839600771	protein_coding	genic	3.71806277093556	2.25198949581402e-05	present
FBgn0000639	0	0	3244	protein_coding	genic	NA	1	absent
FBgn0000640	0.784157276616416	10	895	protein_coding	genic	1.35057019312648	0.0198363001668463	present
FBgn0000644	0.626625680867582	7	784	protein_coding	genic	1.13163134695591	0.0289175920608823	present
FBgn0000658	0	0	3372	protein_coding	genic	NA	1	absent
FBgn0000659	0.0226320787672264	1	3101	protein_coding	genic	-2.11054960795634	0.220445527803801	absent
FBgn0000662	5.24375917825473	168.0002	2248.50197097417	protein_coding	genic	3.20566665390203	0.000151156116145873	present
FBgn0000667	2.28910471950597	106	3249.87320146081	protein_coding	genic	2.39645856787347	0.00185698973150268	present
FBgn0000709	3.11047928334269	206	4648	protein_coding	genic	2.69579691848233	0.000787699682374211	present
FBgn0000711	3.99088681909344	124	2180.61244289203	protein_coding	genic	2.93912039308942	0.000369219384503711	present
FBgn0000715	0.337413828159467	6	1248	protein_coding	genic	0.527282047397512	0.0670805353280387	absent
FBgn0000719	0.874160811746722	59	4736.82009480506	protein_coding	genic	1.45664793225356	0.0162893681162601	present
FBgn0000721	3.159420310269	163.00001	3620.81584857741	protein_coding	genic	2.71103946410283	0.00075238892877921	present
FBgn0000723	4.59146521045991	213.3517	3261.15185298264	protein_coding	genic	3.0759802587968	0.000235356802216191	present
FBgn0000808	0.485403200506339	13.99999403728	2024.19071011351	protein_coding	genic	0.882321349829262	0.0423577103258615	present
FBgn0000810	6.52231617148074	267	2873	protein_coding	genic	3.41868221758135	7.0586454931339e-05	present
FBgn0000826	1.65134297075692	22	935	protein_coding	genic	2.07763642098042	0.00423381397653542	present
FBgn0000927	0.443758264271984	13	2056	protein_coding	genic	0.794749166357728	0.0478718377688983	present
FBgn0000928	3.88609751168195	184	3323	protein_coding	genic	2.91314508454078	0.000401372310767397	present
FBgn0000964	1.737075234859	82	3313	protein_coding	genic	2.1270469479219	0.00374846804428851	present
FBgn0000996	5.34850056234843	213.0621	2795.76310694955	protein_coding	genic	3.22497636305759	0.00014132180138154	present
FBgn0001075	0.336746002553442	80	16673	protein_coding	genic	0.5253462576649	0.0672313848561694	absent
FBgn0001077	2.4200715950748	55	1595	protein_coding	genic	2.45077214199544	0.0015990597228128	present
FBgn0001078	1.87332996525408	139.47057	5225.0988138351	protein_coding	genic	2.20077398665117	0.00311309019217184	present
FBgn0001079	0.845291934086998	37	3072	protein_coding	genic	1.42386211493386	0.0173295467491354	present
FBgn0001083	0.0560112340440297	3	3759	protein_coding	genic	-1.22586824029635	0.199644064656518	absent
FBgn0001084	2.56513415193843	52	1422.72011879572	protein_coding	genic	2.50760492543258	0.00136351785031797	present
FBgn0001085	0.67519864458519	35	3638	protein_coding	genic	1.20451790084412	0.0256196415705976	present
FBgn0001086	41.8311439661608	1083	1817	protein_coding	genic	5.23299816200071	1.87088543017961e-08	present
FBgn0001087	5.89461750279	315.000052	3750.43124681331	protein_coding	genic	3.31989265602776	0.000101016115212961	present
FBgn0001089	13.5947751996937	419.5697129	2165.99930145295	protein_coding	genic	4.13571325608356	3.96936349361733e-06	present
FBgn0001090	33.1205900050047	936	1983.3711708271	protein_coding	genic	5.00505319739637	6.26460599109359e-08	present
FBgn0001091	29.6337686678	490.9997	1162.84158029116	protein_coding	genic	4.89645209563353	1.09463309077498e-07	present
FBgn0001092	37.1414317500579	647	1222.56469928135	protein_coding	genic	5.11691111967497	3.48393704887879e-08	present
FBgn0001098	22.969674835496	657.9999	2010.46812763958	protein_coding	genic	4.64775404854512	3.76424950161688e-07	present
FBgn0001099	389.50660512946	4820.63	868.590719161617	protein_coding	genic	7.4112949873284	1.40299841648492e-14	present
FBgn0001104	5.20417938347653	140	1888	protein_coding	genic	3.19827123215058	0.000155086945856048	present
FBgn0001105	58.0533158209624	1701.999967313	2057.58947282265	protein_coding	genic	5.55294236661835	3.15101023983835e-09	present
FBgn0001108	15.2534825999338	950	4371	protein_coding	genic	4.24809995277668	2.41839939549452e-06	present
FBgn0001112	0.722462549706154	28	2720	protein_coding	genic	1.27057197935741	0.0228703941318047	present
FBgn0001114	0.956717689971147	42	3081	protein_coding	genic	1.54475002006721	0.0137310045836019	present
FBgn0001120	0.282992242972457	3	744	protein_coding	genic	0.355561847963574	0.0810094439026639	absent
FBgn0001122	9.23932457057712	281.999600128654	2142.07405417344	protein_coding	genic	3.75865978004939	1.91624389189928e-05	present
FBgn0001123	29.2876717277548	611.99977	1466.53564430684	protein_coding	genic	4.8849822448846	1.16032012578293e-07	present
FBgn0001124	505.046141266595	10821	1503.70468186182	protein_coding	genic	7.6648989122591	2.00762375636593e-15	present
FBgn0001125	188.036291676311	3702	1381.72287906682	protein_coding	genic	6.70032877411771	2.33269670618475e-12	present
FBgn0001128	6.55152019852291	178.19014	1908.83239535386	protein_coding	genic	3.42304278061259	6.94637617611398e-05	present
FBgn0001133	6.3429864838841	155	1715	protein_coding	genic	3.39146376974887	7.79846184744891e-05	present
FBgn0001134	0.0385855357025509	2.13979	3892	protein_coding	genic	-1.58969985787779	0.211797778417955	absent
FBgn0001137	0.795173412543134	17.4371	1539	protein_coding	genic	1.36418984998381	0.0193511049948214	present
FBgn0001138	0.0428985796192966	2	3272	protein_coding	genic	-1.48625341764302	0.208958665100805	absent
FBgn0001139	27.4877699183502	1160.00074	2961.72663824228	protein_coding	genic	4.82306004668138	1.58584804887838e-07	present
FBgn0001142	2.21627662642423	51	1614.99961080693	protein_coding	genic	2.36489059232644	0.00202312496375877	present
FBgn0001145	11.4336250213303	254.9998	1565.24421395451	protein_coding	genic	3.96669232522123	8.17499122761313e-06	present
FBgn0001147	0.375122856573791	11	2058	protein_coding	genic	0.630709284849004	0.059254393300943	absent
FBgn0001148	0.143228727055447	3	1470	protein_coding	genic	-0.309257707515088	0.139419735822956	absent
FBgn0001149	250.213064841225	2337	655.503389949209	protein_coding	genic	6.97922950037248	3.32939785217114e-13	present
FBgn0001150	0	0	1601	protein_coding	genic	NA	1	absent
FBgn0001168	4.5117049022466	128	1991.11111111111	protein_coding	genic	3.05887188234589	0.000249222115396247	present
FBgn0001169	8.02943822876252	468.9999	4099.33868455422	protein_coding	genic	3.62163518741116	3.28389355589588e-05	present
FBgn0001170	0	0	1483	protein_coding	genic	NA	1	absent
FBgn0001174	0.160599716835627	1	437	protein_coding	genic	-0.197496797074738	0.129737522683001	absent
